region_1,region_2,technology_1,technology_2,timestep_3,parameter,value
usa,southDakota,res,wind,q1p,avaConv,0.541438406
usa,southDakota,res,wind,q1a,avaConv,0.548256038
usa,southDakota,res,wind,q2n,avaConv,0.247240286
usa,southDakota,res,wind,q2m,avaConv,0.232801932
usa,southDakota,res,wind,q2p,avaConv,0.275862319
usa,southDakota,res,wind,q2a,avaConv,0.296297723
usa,southDakota,res,wind,q3n,avaConv,0.208009768
usa,southDakota,res,wind,q3m,avaConv,0.19018315
usa,southDakota,res,wind,q3p,avaConv,0.197551362
usa,southDakota,res,wind,q3a,avaConv,0.208432871
usa,southDakota,res,wind,q4n,avaConv,0.533377559
usa,southDakota,res,wind,q4m,avaConv,0.519159102
usa,southDakota,res,wind,q4p,avaConv,0.613824654
usa,southDakota,res,wind,q4a,avaConv,0.577832481
usa,nebraska,res,wind,q1n,avaConv,0.4840365
usa,nebraska,res,wind,q1m,avaConv,0.485194847
usa,nebraska,res,wind,q1p,avaConv,0.541438406
usa,nebraska,res,wind,q1a,avaConv,0.548256038
usa,nebraska,res,wind,q2n,avaConv,0.247240286
usa,nebraska,res,wind,q2m,avaConv,0.232801932
usa,nebraska,res,wind,q2p,avaConv,0.275862319
usa,nebraska,res,wind,q2a,avaConv,0.296297723
usa,nebraska,res,wind,q3n,avaConv,0.208009768
usa,nebraska,res,wind,q3m,avaConv,0.19018315
usa,nebraska,res,wind,q3p,avaConv,0.197551362
usa,nebraska,res,wind,q3a,avaConv,0.208432871
usa,nebraska,res,wind,q4n,avaConv,0.533377559
usa,nebraska,res,wind,q4m,avaConv,0.519159102
usa,nebraska,res,wind,q4p,avaConv,0.613824654
usa,nebraska,res,wind,q4a,avaConv,0.577832481
usa,kansas,res,wind,q1n,avaConv,0.4840365
usa,kansas,res,wind,q1m,avaConv,0.485194847
usa,kansas,res,wind,q1p,avaConv,0.541438406
usa,kansas,res,wind,q1a,avaConv,0.548256038
usa,kansas,res,wind,q2n,avaConv,0.247240286
usa,kansas,res,wind,q2m,avaConv,0.232801932
usa,kansas,res,wind,q2p,avaConv,0.275862319
usa,kansas,res,wind,q2a,avaConv,0.296297723
usa,kansas,res,wind,q3n,avaConv,0.208009768
usa,kansas,res,wind,q3m,avaConv,0.19018315
usa,kansas,res,wind,q3p,avaConv,0.197551362
usa,kansas,res,wind,q3a,avaConv,0.208432871
usa,kansas,res,wind,q4n,avaConv,0.533377559
usa,kansas,res,wind,q4m,avaConv,0.519159102
usa,kansas,res,wind,q4p,avaConv,0.613824654
usa,kansas,res,wind,q4a,avaConv,0.577832481
usa,oklahoma,res,wind,q1n,avaConv,0.4840365
usa,oklahoma,res,wind,q1m,avaConv,0.485194847
usa,oklahoma,res,wind,q1p,avaConv,0.541438406
usa,oklahoma,res,wind,q1a,avaConv,0.548256038
usa,oklahoma,res,wind,q2n,avaConv,0.247240286
usa,oklahoma,res,wind,q2m,avaConv,0.232801932
usa,oklahoma,res,wind,q2p,avaConv,0.275862319
usa,oklahoma,res,wind,q2a,avaConv,0.296297723
usa,oklahoma,res,wind,q3n,avaConv,0.208009768
usa,oklahoma,res,wind,q3m,avaConv,0.19018315
usa,oklahoma,res,wind,q3p,avaConv,0.197551362
usa,oklahoma,res,wind,q3a,avaConv,0.208432871
usa,oklahoma,res,wind,q4n,avaConv,0.533377559
usa,oklahoma,res,wind,q4m,avaConv,0.519159102
usa,oklahoma,res,wind,q4p,avaConv,0.613824654
usa,oklahoma,res,wind,q4a,avaConv,0.577832481
usa,texas,res,wind,q1n,avaConv,0.4840365
usa,texas,res,wind,q1m,avaConv,0.485194847
usa,texas,res,wind,q1p,avaConv,0.541438406
usa,texas,res,wind,q1a,avaConv,0.548256038
usa,texas,res,wind,q2n,avaConv,0.247240286
usa,texas,res,wind,q2m,avaConv,0.232801932
usa,texas,res,wind,q2p,avaConv,0.275862319
usa,texas,res,wind,q2a,avaConv,0.296297723
usa,texas,res,wind,q3n,avaConv,0.208009768
usa,texas,res,wind,q3m,avaConv,0.19018315
usa,texas,res,wind,q3p,avaConv,0.197551362
usa,texas,res,wind,q3a,avaConv,0.208432871
usa,texas,res,wind,q4n,avaConv,0.533377559
usa,texas,res,wind,q4m,avaConv,0.519159102
usa,texas,res,wind,q4p,avaConv,0.613824654
usa,texas,res,wind,q4a,avaConv,0.577832481
usa,minnesota,res,wind,q1n,avaConv,0.4840365
usa,minnesota,res,wind,q1m,avaConv,0.485194847
usa,minnesota,res,wind,q1p,avaConv,0.541438406
usa,minnesota,res,wind,q1a,avaConv,0.548256038
usa,minnesota,res,wind,q2n,avaConv,0.247240286
usa,minnesota,res,wind,q2m,avaConv,0.232801932
usa,minnesota,res,wind,q2p,avaConv,0.275862319
usa,minnesota,res,wind,q2a,avaConv,0.296297723
usa,minnesota,res,wind,q3n,avaConv,0.208009768
usa,minnesota,res,wind,q3m,avaConv,0.19018315
usa,minnesota,res,wind,q3p,avaConv,0.197551362
usa,minnesota,res,wind,q3a,avaConv,0.208432871
usa,minnesota,res,wind,q4n,avaConv,0.533377559
usa,minnesota,res,wind,q4m,avaConv,0.519159102
usa,minnesota,res,wind,q4p,avaConv,0.613824654
usa,minnesota,res,wind,q4a,avaConv,0.577832481
usa,wisconsin,res,wind,q1n,avaConv,0.4840365
usa,wisconsin,res,wind,q1m,avaConv,0.485194847
usa,wisconsin,res,wind,q1p,avaConv,0.541438406
usa,wisconsin,res,wind,q1a,avaConv,0.548256038
usa,wisconsin,res,wind,q2n,avaConv,0.247240286
usa,wisconsin,res,wind,q2m,avaConv,0.232801932
usa,wisconsin,res,wind,q2p,avaConv,0.275862319
usa,wisconsin,res,wind,q2a,avaConv,0.296297723
usa,wisconsin,res,wind,q3n,avaConv,0.208009768
usa,wisconsin,res,wind,q3m,avaConv,0.19018315
usa,wisconsin,res,wind,q3p,avaConv,0.197551362
usa,wisconsin,res,wind,q3a,avaConv,0.208432871
usa,wisconsin,res,wind,q4n,avaConv,0.533377559
usa,wisconsin,res,wind,q4m,avaConv,0.519159102
usa,wisconsin,res,wind,q4p,avaConv,0.613824654
usa,wisconsin,res,wind,q4a,avaConv,0.577832481
usa,iowa,res,wind,q1n,avaConv,0.4840365
usa,iowa,res,wind,q1m,avaConv,0.485194847
usa,iowa,res,wind,q1p,avaConv,0.541438406
usa,iowa,res,wind,q1a,avaConv,0.548256038
usa,iowa,res,wind,q2n,avaConv,0.247240286
usa,iowa,res,wind,q2m,avaConv,0.232801932
usa,iowa,res,wind,q2p,avaConv,0.275862319
usa,iowa,res,wind,q2a,avaConv,0.296297723
usa,iowa,res,wind,q3n,avaConv,0.208009768
usa,iowa,res,wind,q3m,avaConv,0.19018315
usa,iowa,res,wind,q3p,avaConv,0.197551362
usa,iowa,res,wind,q3a,avaConv,0.208432871
usa,iowa,res,wind,q4n,avaConv,0.533377559
usa,iowa,res,wind,q4m,avaConv,0.519159102
usa,iowa,res,wind,q4p,avaConv,0.613824654
usa,iowa,res,wind,q4a,avaConv,0.577832481
usa,missouri,res,wind,q1n,avaConv,0.4840365
usa,missouri,res,wind,q1m,avaConv,0.485194847
usa,missouri,res,wind,q1p,avaConv,0.541438406
usa,missouri,res,wind,q1a,avaConv,0.548256038
usa,missouri,res,wind,q2n,avaConv,0.247240286
usa,missouri,res,wind,q2m,avaConv,0.232801932
usa,missouri,res,wind,q2p,avaConv,0.275862319
usa,missouri,res,wind,q2a,avaConv,0.296297723
usa,missouri,res,wind,q3n,avaConv,0.208009768
usa,missouri,res,wind,q3m,avaConv,0.19018315
usa,missouri,res,wind,q3p,avaConv,0.197551362
usa,missouri,res,wind,q3a,avaConv,0.208432871
usa,missouri,res,wind,q4n,avaConv,0.533377559
usa,missouri,res,wind,q4m,avaConv,0.519159102
usa,missouri,res,wind,q4p,avaConv,0.613824654
usa,missouri,res,wind,q4a,avaConv,0.577832481
usa,illinois,res,wind,q1n,avaConv,0.4840365
usa,illinois,res,wind,q1m,avaConv,0.485194847
usa,illinois,res,wind,q1p,avaConv,0.541438406
usa,illinois,res,wind,q1a,avaConv,0.548256038
usa,illinois,res,wind,q2n,avaConv,0.247240286
usa,illinois,res,wind,q2m,avaConv,0.232801932
usa,illinois,res,wind,q2p,avaConv,0.275862319
usa,illinois,res,wind,q2a,avaConv,0.296297723
usa,illinois,res,wind,q3n,avaConv,0.208009768
usa,illinois,res,wind,q3m,avaConv,0.19018315
usa,illinois,res,wind,q3p,avaConv,0.197551362
usa,illinois,res,wind,q3a,avaConv,0.208432871
usa,illinois,res,wind,q4n,avaConv,0.533377559
usa,illinois,res,wind,q4m,avaConv,0.519159102
usa,illinois,res,wind,q4p,avaConv,0.613824654
usa,illinois,res,wind,q4a,avaConv,0.577832481
usa,indiana,res,wind,q1n,avaConv,0.4840365
usa,indiana,res,wind,q1m,avaConv,0.485194847
usa,indiana,res,wind,q1p,avaConv,0.541438406
usa,indiana,res,wind,q1a,avaConv,0.548256038
usa,indiana,res,wind,q2n,avaConv,0.247240286
usa,indiana,res,wind,q2m,avaConv,0.232801932
usa,indiana,res,wind,q2p,avaConv,0.275862319
usa,indiana,res,wind,q2a,avaConv,0.296297723
usa,indiana,res,wind,q3n,avaConv,0.208009768
usa,indiana,res,wind,q3m,avaConv,0.19018315
usa,indiana,res,wind,q3p,avaConv,0.197551362
usa,indiana,res,wind,q3a,avaConv,0.208432871
usa,indiana,res,wind,q4n,avaConv,0.533377559
usa,indiana,res,wind,q4m,avaConv,0.519159102
usa,indiana,res,wind,q4p,avaConv,0.613824654
usa,indiana,res,wind,q4a,avaConv,0.577832481
usa,michigan,res,wind,q1n,avaConv,0.420901304
usa,michigan,res,wind,q1m,avaConv,0.421908563
usa,michigan,res,wind,q1p,avaConv,0.470816005
usa,michigan,res,wind,q1a,avaConv,0.476744381
usa,michigan,res,wind,q2n,avaConv,0.214991553
usa,michigan,res,wind,q2m,avaConv,0.202436463
usa,michigan,res,wind,q2p,avaConv,0.239880278
usa,michigan,res,wind,q2a,avaConv,0.257650194
usa,michigan,res,wind,q3n,avaConv,0.180878059
usa,michigan,res,wind,q3m,avaConv,0.165376653
usa,michigan,res,wind,q3p,avaConv,0.171783793
usa,michigan,res,wind,q3a,avaConv,0.181245975
usa,michigan,res,wind,q4n,avaConv,0.463806573
usa,michigan,res,wind,q4m,avaConv,0.451442697
usa,michigan,res,wind,q4p,avaConv,0.533760569
usa,michigan,res,wind,q4a,avaConv,0.502463027
usa,ohio,res,wind,q1n,avaConv,0.420901304
usa,ohio,res,wind,q1m,avaConv,0.421908563
usa,ohio,res,wind,q1p,avaConv,0.470816005
usa,ohio,res,wind,q1a,avaConv,0.476744381
usa,ohio,res,wind,q2n,avaConv,0.214991553
usa,ohio,res,wind,q2m,avaConv,0.202436463
usa,ohio,res,wind,q2p,avaConv,0.239880278
usa,ohio,res,wind,q2a,avaConv,0.257650194
usa,ohio,res,wind,q3n,avaConv,0.180878059
usa,ohio,res,wind,q3m,avaConv,0.165376653
usa,ohio,res,wind,q3p,avaConv,0.171783793
usa,ohio,res,wind,q3a,avaConv,0.181245975
usa,ohio,res,wind,q4n,avaConv,0.463806573
usa,ohio,res,wind,q4m,avaConv,0.451442697
usa,ohio,res,wind,q4p,avaConv,0.533760569
usa,ohio,res,wind,q4a,avaConv,0.502463027
usa,arkansas,res,wind,q1n,avaConv,0.420901304
usa,arkansas,res,wind,q1m,avaConv,0.421908563
usa,arkansas,res,wind,q1p,avaConv,0.470816005
usa,arkansas,res,wind,q1a,avaConv,0.476744381
usa,arkansas,res,wind,q2n,avaConv,0.214991553
usa,arkansas,res,wind,q2m,avaConv,0.202436463
usa,arkansas,res,wind,q2p,avaConv,0.239880278
usa,arkansas,res,wind,q2a,avaConv,0.257650194
usa,arkansas,res,wind,q3n,avaConv,0.180878059
usa,arkansas,res,wind,q3m,avaConv,0.165376653
usa,arkansas,res,wind,q3p,avaConv,0.171783793
usa,arkansas,res,wind,q3a,avaConv,0.181245975
usa,arkansas,res,wind,q4n,avaConv,0.463806573
usa,arkansas,res,wind,q4m,avaConv,0.451442697
usa,arkansas,res,wind,q4p,avaConv,0.533760569
usa,arkansas,res,wind,q4a,avaConv,0.502463027
usa,louisiana,res,wind,q1n,avaConv,0.420901304
usa,louisiana,res,wind,q1m,avaConv,0.421908563
usa,louisiana,res,wind,q1p,avaConv,0.470816005
usa,louisiana,res,wind,q1a,avaConv,0.476744381
usa,louisiana,res,wind,q2n,avaConv,0.214991553
usa,louisiana,res,wind,q2m,avaConv,0.202436463
usa,louisiana,res,wind,q2p,avaConv,0.239880278
usa,louisiana,res,wind,q2a,avaConv,0.257650194
usa,louisiana,res,wind,q3n,avaConv,0.180878059
usa,louisiana,res,wind,q3m,avaConv,0.165376653
usa,louisiana,res,wind,q3p,avaConv,0.171783793
usa,louisiana,res,wind,q3a,avaConv,0.181245975
usa,louisiana,res,wind,q4n,avaConv,0.463806573
usa,louisiana,res,wind,q4m,avaConv,0.451442697
usa,louisiana,res,wind,q4p,avaConv,0.533760569
usa,louisiana,res,wind,q4a,avaConv,0.502463027
usa,mississippi,res,wind,q1n,avaConv,0.420901304
usa,mississippi,res,wind,q1m,avaConv,0.421908563
usa,mississippi,res,wind,q1p,avaConv,0.470816005
usa,mississippi,res,wind,q1a,avaConv,0.476744381
usa,mississippi,res,wind,q2n,avaConv,0.214991553
usa,mississippi,res,wind,q2m,avaConv,0.202436463
usa,mississippi,res,wind,q2p,avaConv,0.239880278
usa,mississippi,res,wind,q2a,avaConv,0.257650194
usa,mississippi,res,wind,q3n,avaConv,0.180878059
usa,mississippi,res,wind,q3m,avaConv,0.165376653
usa,mississippi,res,wind,q3p,avaConv,0.171783793
usa,mississippi,res,wind,q3a,avaConv,0.181245975
usa,mississippi,res,wind,q4n,avaConv,0.463806573
usa,mississippi,res,wind,q4m,avaConv,0.451442697
usa,mississippi,res,wind,q4p,avaConv,0.533760569
usa,mississippi,res,wind,q4a,avaConv,0.502463027
usa,tennessee,res,wind,q1n,avaConv,0.420901304
usa,tennessee,res,wind,q1m,avaConv,0.421908563
usa,tennessee,res,wind,q1p,avaConv,0.470816005
usa,tennessee,res,wind,q1a,avaConv,0.476744381
usa,tennessee,res,wind,q2n,avaConv,0.214991553
usa,tennessee,res,wind,q2m,avaConv,0.202436463
usa,tennessee,res,wind,q2p,avaConv,0.239880278
usa,tennessee,res,wind,q2a,avaConv,0.257650194
usa,tennessee,res,wind,q3n,avaConv,0.180878059
usa,tennessee,res,wind,q3m,avaConv,0.165376653
usa,tennessee,res,wind,q3p,avaConv,0.171783793
usa,tennessee,res,wind,q3a,avaConv,0.181245975
usa,tennessee,res,wind,q4n,avaConv,0.463806573
usa,tennessee,res,wind,q4m,avaConv,0.451442697
usa,tennessee,res,wind,q4p,avaConv,0.533760569
usa,tennessee,res,wind,q4a,avaConv,0.502463027
usa,kentucky,res,wind,q1n,avaConv,0.420901304
usa,kentucky,res,wind,q1m,avaConv,0.421908563
usa,kentucky,res,wind,q1p,avaConv,0.470816005
usa,kentucky,res,wind,q1a,avaConv,0.476744381
usa,kentucky,res,wind,q2n,avaConv,0.214991553
usa,kentucky,res,wind,q2m,avaConv,0.202436463
usa,kentucky,res,wind,q2p,avaConv,0.239880278
usa,kentucky,res,wind,q2a,avaConv,0.257650194
usa,kentucky,res,wind,q3n,avaConv,0.180878059
usa,kentucky,res,wind,q3m,avaConv,0.165376653
usa,kentucky,res,wind,q3p,avaConv,0.171783793
usa,kentucky,res,wind,q3a,avaConv,0.181245975
usa,kentucky,res,wind,q4n,avaConv,0.463806573
usa,kentucky,res,wind,q4m,avaConv,0.451442697
usa,kentucky,res,wind,q4p,avaConv,0.533760569
usa,kentucky,res,wind,q4a,avaConv,0.502463027
usa,georgia,res,wind,q1n,avaConv,0.420901304
usa,georgia,res,wind,q1m,avaConv,0.421908563
usa,georgia,res,wind,q1p,avaConv,0.470816005
usa,georgia,res,wind,q1a,avaConv,0.476744381
usa,georgia,res,wind,q2n,avaConv,0.214991553
usa,georgia,res,wind,q2m,avaConv,0.202436463
usa,georgia,res,wind,q2p,avaConv,0.239880278
usa,georgia,res,wind,q2a,avaConv,0.257650194
usa,georgia,res,wind,q3n,avaConv,0.180878059
usa,georgia,res,wind,q3m,avaConv,0.165376653
usa,georgia,res,wind,q3p,avaConv,0.171783793
usa,georgia,res,wind,q3a,avaConv,0.181245975
usa,georgia,res,wind,q4n,avaConv,0.463806573
usa,georgia,res,wind,q4m,avaConv,0.451442697
usa,georgia,res,wind,q4p,avaConv,0.533760569
usa,georgia,res,wind,q4a,avaConv,0.502463027
usa,florida,res,wind,q1n,avaConv,0.420901304
usa,florida,res,wind,q1m,avaConv,0.421908563
usa,florida,res,wind,q1p,avaConv,0.470816005
usa,florida,res,wind,q1a,avaConv,0.476744381
usa,florida,res,wind,q2n,avaConv,0.214991553
usa,florida,res,wind,q2m,avaConv,0.202436463
usa,florida,res,wind,q2p,avaConv,0.239880278
usa,florida,res,wind,q2a,avaConv,0.257650194
usa,florida,res,wind,q3n,avaConv,0.180878059
usa,florida,res,wind,q3m,avaConv,0.165376653
usa,florida,res,wind,q3p,avaConv,0.171783793
usa,florida,res,wind,q3a,avaConv,0.181245975
usa,florida,res,wind,q4n,avaConv,0.463806573
usa,florida,res,wind,q4m,avaConv,0.451442697
usa,florida,res,wind,q4p,avaConv,0.533760569
usa,florida,res,wind,q4a,avaConv,0.502463027
usa,southCarolina,res,wind,q1n,avaConv,0.420901304
usa,southCarolina,res,wind,q1m,avaConv,0.421908563
usa,southCarolina,res,wind,q1p,avaConv,0.470816005
usa,southCarolina,res,wind,q1a,avaConv,0.476744381
usa,southCarolina,res,wind,q2n,avaConv,0.214991553
usa,southCarolina,res,wind,q2m,avaConv,0.202436463
usa,southCarolina,res,wind,q2p,avaConv,0.239880278
usa,southCarolina,res,wind,q2a,avaConv,0.257650194
usa,southCarolina,res,wind,q3n,avaConv,0.180878059
usa,southCarolina,res,wind,q3m,avaConv,0.165376653
usa,southCarolina,res,wind,q3p,avaConv,0.171783793
usa,southCarolina,res,wind,q3a,avaConv,0.181245975
usa,southCarolina,res,wind,q4n,avaConv,0.463806573
usa,southCarolina,res,wind,q4m,avaConv,0.451442697
usa,southCarolina,res,wind,q4p,avaConv,0.533760569
usa,southCarolina,res,wind,q4a,avaConv,0.502463027
usa,northCarolina,res,wind,q1n,avaConv,0.420901304
usa,northCarolina,res,wind,q1m,avaConv,0.421908563
usa,northCarolina,res,wind,q1p,avaConv,0.470816005
usa,northCarolina,res,wind,q1a,avaConv,0.476744381
usa,northCarolina,res,wind,q2n,avaConv,0.214991553
usa,northCarolina,res,wind,q2m,avaConv,0.202436463
usa,northCarolina,res,wind,q2p,avaConv,0.239880278
usa,northCarolina,res,wind,q2a,avaConv,0.257650194
usa,northCarolina,res,wind,q3n,avaConv,0.180878059
usa,northCarolina,res,wind,q3m,avaConv,0.165376653
usa,northCarolina,res,wind,q3p,avaConv,0.171783793
usa,northCarolina,res,wind,q3a,avaConv,0.181245975
usa,northCarolina,res,wind,q4n,avaConv,0.463806573
usa,northCarolina,res,wind,q4m,avaConv,0.451442697
usa,northCarolina,res,wind,q4p,avaConv,0.533760569
usa,northCarolina,res,wind,q4a,avaConv,0.502463027
usa,virginia,res,wind,q1n,avaConv,0.420901304
usa,virginia,res,wind,q1m,avaConv,0.421908563
usa,virginia,res,wind,q1p,avaConv,0.470816005
usa,virginia,res,wind,q1a,avaConv,0.476744381
usa,virginia,res,wind,q2n,avaConv,0.214991553
usa,virginia,res,wind,q2m,avaConv,0.202436463
usa,virginia,res,wind,q2p,avaConv,0.239880278
usa,virginia,res,wind,q2a,avaConv,0.257650194
usa,virginia,res,wind,q3n,avaConv,0.180878059
usa,virginia,res,wind,q3m,avaConv,0.165376653
usa,virginia,res,wind,q3p,avaConv,0.171783793
usa,virginia,res,wind,q3a,avaConv,0.181245975
usa,virginia,res,wind,q4n,avaConv,0.463806573
usa,virginia,res,wind,q4m,avaConv,0.451442697
usa,virginia,res,wind,q4p,avaConv,0.533760569
usa,virginia,res,wind,q4a,avaConv,0.502463027
usa,westVirginia,res,wind,q1n,avaConv,0.420901304
usa,westVirginia,res,wind,q1m,avaConv,0.421908563
usa,westVirginia,res,wind,q1p,avaConv,0.470816005
usa,westVirginia,res,wind,q1a,avaConv,0.476744381
usa,westVirginia,res,wind,q2n,avaConv,0.214991553
usa,westVirginia,res,wind,q2m,avaConv,0.202436463
usa,westVirginia,res,wind,q2p,avaConv,0.239880278
usa,westVirginia,res,wind,q2a,avaConv,0.257650194
usa,westVirginia,res,wind,q3n,avaConv,0.180878059
usa,westVirginia,res,wind,q3m,avaConv,0.165376653
usa,westVirginia,res,wind,q3p,avaConv,0.171783793
usa,westVirginia,res,wind,q3a,avaConv,0.181245975
usa,westVirginia,res,wind,q4n,avaConv,0.463806573
usa,westVirginia,res,wind,q4m,avaConv,0.451442697
usa,westVirginia,res,wind,q4p,avaConv,0.533760569
usa,westVirginia,res,wind,q4a,avaConv,0.502463027
usa,delaware,res,wind,q1n,avaConv,0.420901304
usa,delaware,res,wind,q1m,avaConv,0.421908563
usa,delaware,res,wind,q1p,avaConv,0.470816005
usa,delaware,res,wind,q1a,avaConv,0.476744381
usa,delaware,res,wind,q2n,avaConv,0.214991553
usa,delaware,res,wind,q2m,avaConv,0.202436463
usa,delaware,res,wind,q2p,avaConv,0.239880278
usa,delaware,res,wind,q2a,avaConv,0.257650194
usa,delaware,res,wind,q3n,avaConv,0.180878059
usa,delaware,res,wind,q3m,avaConv,0.165376653
usa,delaware,res,wind,q3p,avaConv,0.171783793
usa,delaware,res,wind,q3a,avaConv,0.181245975
usa,delaware,res,wind,q4n,avaConv,0.463806573
usa,delaware,res,wind,q4m,avaConv,0.451442697
usa,delaware,res,wind,q4p,avaConv,0.533760569
usa,delaware,res,wind,q4a,avaConv,0.502463027
usa,newJersey,res,wind,q1n,avaConv,0.420901304
usa,newJersey,res,wind,q1m,avaConv,0.421908563
usa,newJersey,res,wind,q1p,avaConv,0.470816005
usa,newJersey,res,wind,q1a,avaConv,0.476744381
usa,newJersey,res,wind,q2n,avaConv,0.214991553
usa,newJersey,res,wind,q2m,avaConv,0.202436463
usa,newJersey,res,wind,q2p,avaConv,0.239880278
usa,newJersey,res,wind,q2a,avaConv,0.257650194
usa,newJersey,res,wind,q3n,avaConv,0.180878059
usa,newJersey,res,wind,q3m,avaConv,0.165376653
usa,newJersey,res,wind,q3p,avaConv,0.171783793
usa,newJersey,res,wind,q3a,avaConv,0.181245975
usa,newJersey,res,wind,q4n,avaConv,0.463806573
usa,newJersey,res,wind,q4m,avaConv,0.451442697
usa,newJersey,res,wind,q4p,avaConv,0.533760569
usa,newJersey,res,wind,q4a,avaConv,0.502463027
usa,pennsylvania,res,wind,q1n,avaConv,0.420901304
usa,pennsylvania,res,wind,q1m,avaConv,0.421908563
usa,pennsylvania,res,wind,q1p,avaConv,0.470816005
usa,pennsylvania,res,wind,q1a,avaConv,0.476744381
usa,pennsylvania,res,wind,q2n,avaConv,0.214991553
usa,pennsylvania,res,wind,q2m,avaConv,0.202436463
usa,pennsylvania,res,wind,q2p,avaConv,0.239880278
usa,pennsylvania,res,wind,q2a,avaConv,0.257650194
usa,pennsylvania,res,wind,q3n,avaConv,0.180878059
usa,pennsylvania,res,wind,q3m,avaConv,0.165376653
usa,pennsylvania,res,wind,q3p,avaConv,0.171783793
usa,pennsylvania,res,wind,q3a,avaConv,0.181245975
usa,pennsylvania,res,wind,q4n,avaConv,0.463806573
usa,pennsylvania,res,wind,q4m,avaConv,0.451442697
usa,pennsylvania,res,wind,q4p,avaConv,0.533760569
usa,pennsylvania,res,wind,q4a,avaConv,0.502463027
usa,newYork,res,wind,q1n,avaConv,0.420901304
usa,newYork,res,wind,q1m,avaConv,0.421908563
usa,newYork,res,wind,q1p,avaConv,0.470816005
usa,newYork,res,wind,q1a,avaConv,0.476744381
usa,newYork,res,wind,q2n,avaConv,0.214991553
usa,newYork,res,wind,q2m,avaConv,0.202436463
usa,newYork,res,wind,q2p,avaConv,0.239880278
usa,newYork,res,wind,q2a,avaConv,0.257650194
usa,newYork,res,wind,q3n,avaConv,0.180878059
usa,newYork,res,wind,q3m,avaConv,0.165376653
usa,newYork,res,wind,q3p,avaConv,0.171783793
usa,newYork,res,wind,q3a,avaConv,0.181245975
usa,newYork,res,wind,q4n,avaConv,0.463806573
usa,newYork,res,wind,q4m,avaConv,0.451442697
usa,newYork,res,wind,q4p,avaConv,0.533760569
usa,newYork,res,wind,q4a,avaConv,0.502463027
usa,connecticut,res,wind,q1n,avaConv,0.420901304
usa,connecticut,res,wind,q1m,avaConv,0.421908563
usa,connecticut,res,wind,q1p,avaConv,0.470816005
usa,connecticut,res,wind,q1a,avaConv,0.476744381
usa,connecticut,res,wind,q2n,avaConv,0.214991553
usa,connecticut,res,wind,q2m,avaConv,0.202436463
usa,connecticut,res,wind,q2p,avaConv,0.239880278
usa,connecticut,res,wind,q2a,avaConv,0.257650194
usa,connecticut,res,wind,q3n,avaConv,0.180878059
usa,connecticut,res,wind,q3m,avaConv,0.165376653
usa,connecticut,res,wind,q3p,avaConv,0.171783793
usa,connecticut,res,wind,q3a,avaConv,0.181245975
usa,connecticut,res,wind,q4n,avaConv,0.463806573
usa,connecticut,res,wind,q4m,avaConv,0.451442697
usa,connecticut,res,wind,q4p,avaConv,0.533760569
usa,connecticut,res,wind,q4a,avaConv,0.502463027
usa,massachusetts,res,wind,q1n,avaConv,0.420901304
usa,massachusetts,res,wind,q1m,avaConv,0.421908563
usa,massachusetts,res,wind,q1p,avaConv,0.470816005
usa,massachusetts,res,wind,q1a,avaConv,0.476744381
usa,massachusetts,res,wind,q2n,avaConv,0.214991553
usa,massachusetts,res,wind,q2m,avaConv,0.202436463
usa,massachusetts,res,wind,q2p,avaConv,0.239880278
usa,massachusetts,res,wind,q2a,avaConv,0.257650194
usa,massachusetts,res,wind,q3n,avaConv,0.180878059
usa,massachusetts,res,wind,q3m,avaConv,0.165376653
usa,massachusetts,res,wind,q3p,avaConv,0.171783793
usa,massachusetts,res,wind,q3a,avaConv,0.181245975
usa,massachusetts,res,wind,q4n,avaConv,0.463806573
usa,massachusetts,res,wind,q4m,avaConv,0.451442697
usa,massachusetts,res,wind,q4p,avaConv,0.533760569
usa,massachusetts,res,wind,q4a,avaConv,0.502463027
usa,newHampshire,res,wind,q1n,avaConv,0.420901304
usa,newHampshire,res,wind,q1m,avaConv,0.421908563
usa,newHampshire,res,wind,q1p,avaConv,0.470816005
usa,newHampshire,res,wind,q1a,avaConv,0.476744381
usa,newHampshire,res,wind,q2n,avaConv,0.214991553
usa,newHampshire,res,wind,q2m,avaConv,0.202436463
usa,newHampshire,res,wind,q2p,avaConv,0.239880278
usa,newHampshire,res,wind,q2a,avaConv,0.257650194
usa,newHampshire,res,wind,q3n,avaConv,0.180878059
usa,newHampshire,res,wind,q3m,avaConv,0.165376653
usa,newHampshire,res,wind,q3p,avaConv,0.171783793
usa,newHampshire,res,wind,q3a,avaConv,0.181245975
usa,newHampshire,res,wind,q4n,avaConv,0.463806573
usa,newHampshire,res,wind,q4m,avaConv,0.451442697
usa,newHampshire,res,wind,q4p,avaConv,0.533760569
usa,newHampshire,res,wind,q4a,avaConv,0.502463027
usa,vermont,res,wind,q1n,avaConv,0.420901304
usa,vermont,res,wind,q1m,avaConv,0.421908563
usa,vermont,res,wind,q1p,avaConv,0.470816005
usa,vermont,res,wind,q1a,avaConv,0.476744381
usa,vermont,res,wind,q2n,avaConv,0.214991553
usa,vermont,res,wind,q2m,avaConv,0.202436463
usa,vermont,res,wind,q2p,avaConv,0.239880278
usa,vermont,res,wind,q2a,avaConv,0.257650194
