region_1,region_2,technology_1,technology_2,timestep_3,parameter,value
usa,mississippi,res,solar,q3n,avaConv,0
usa,mississippi,res,solar,q3m,avaConv,0.03707805
usa,mississippi,res,solar,q3p,avaConv,0.432871935
usa,mississippi,res,solar,q3a,avaConv,0.115486052
usa,mississippi,res,solar,q4n,avaConv,0
usa,mississippi,res,solar,q4m,avaConv,0.124925331
usa,mississippi,res,solar,q4p,avaConv,0.410560787
usa,mississippi,res,solar,q4a,avaConv,0.015869259
usa,tennessee,res,solar,q1n,avaConv,0
usa,tennessee,res,solar,q1m,avaConv,0.054537723
usa,tennessee,res,solar,q1p,avaConv,0.432050412
usa,tennessee,res,solar,q1a,avaConv,0.043654458
usa,tennessee,res,solar,q2n,avaConv,0
usa,tennessee,res,solar,q2m,avaConv,0.040943759
usa,tennessee,res,solar,q2p,avaConv,0.455309671
usa,tennessee,res,solar,q2a,avaConv,0.130234568
usa,tennessee,res,solar,q3n,avaConv,0
usa,tennessee,res,solar,q3m,avaConv,0.035704789
usa,tennessee,res,solar,q3p,avaConv,0.416839641
usa,tennessee,res,solar,q3a,avaConv,0.111208791
usa,tennessee,res,solar,q4n,avaConv,0
usa,tennessee,res,solar,q4m,avaConv,0.120298467
usa,tennessee,res,solar,q4p,avaConv,0.395354832
usa,tennessee,res,solar,q4a,avaConv,0.015281509
usa,kentucky,res,solar,q1n,avaConv,0
usa,kentucky,res,solar,q1m,avaConv,0.054537723
usa,kentucky,res,solar,q1p,avaConv,0.432050412
usa,kentucky,res,solar,q1a,avaConv,0.043654458
usa,kentucky,res,solar,q2n,avaConv,0
usa,kentucky,res,solar,q2m,avaConv,0.040943759
usa,kentucky,res,solar,q2p,avaConv,0.455309671
usa,kentucky,res,solar,q2a,avaConv,0.130234568
usa,kentucky,res,solar,q3n,avaConv,0
usa,kentucky,res,solar,q3m,avaConv,0.035704789
usa,kentucky,res,solar,q3p,avaConv,0.416839641
usa,kentucky,res,solar,q3a,avaConv,0.111208791
usa,kentucky,res,solar,q4n,avaConv,0
usa,kentucky,res,solar,q4m,avaConv,0.120298467
usa,kentucky,res,solar,q4p,avaConv,0.395354832
usa,kentucky,res,solar,q4a,avaConv,0.015281509
usa,georgia,res,solar,q1n,avaConv,0
usa,georgia,res,solar,q1m,avaConv,0.056635328
usa,georgia,res,solar,q1p,avaConv,0.448667735
usa,georgia,res,solar,q1a,avaConv,0.045333475
usa,georgia,res,solar,q2n,avaConv,0
usa,georgia,res,solar,q2m,avaConv,0.042518518
usa,georgia,res,solar,q2p,avaConv,0.472821582
usa,georgia,res,solar,q2a,avaConv,0.13524359
usa,georgia,res,solar,q3n,avaConv,0
usa,georgia,res,solar,q3m,avaConv,0.03707805
usa,georgia,res,solar,q3p,avaConv,0.432871935
usa,georgia,res,solar,q3a,avaConv,0.115486052
usa,georgia,res,solar,q4n,avaConv,0
usa,georgia,res,solar,q4m,avaConv,0.124925331
usa,georgia,res,solar,q4p,avaConv,0.410560787
usa,georgia,res,solar,q4a,avaConv,0.015869259
usa,florida,res,solar,q1n,avaConv,0
usa,florida,res,solar,q1m,avaConv,0.058900741
usa,florida,res,solar,q1p,avaConv,0.466614445
usa,florida,res,solar,q1a,avaConv,0.047146814
usa,florida,res,solar,q2n,avaConv,0
usa,florida,res,solar,q2m,avaConv,0.044219259
usa,florida,res,solar,q2p,avaConv,0.491734445
usa,florida,res,solar,q2a,avaConv,0.140653334
usa,florida,res,solar,q3n,avaConv,0
usa,florida,res,solar,q3m,avaConv,0.038561172
usa,florida,res,solar,q3p,avaConv,0.450186813
usa,florida,res,solar,q3a,avaConv,0.120105494
usa,florida,res,solar,q4n,avaConv,0
usa,florida,res,solar,q4m,avaConv,0.129922344
usa,florida,res,solar,q4p,avaConv,0.426983218
usa,florida,res,solar,q4a,avaConv,0.01650403
usa,southCarolina,res,solar,q1n,avaConv,0
usa,southCarolina,res,solar,q1m,avaConv,0.056635328
usa,southCarolina,res,solar,q1p,avaConv,0.448667735
usa,southCarolina,res,solar,q1a,avaConv,0.045333475
usa,southCarolina,res,solar,q2n,avaConv,0
usa,southCarolina,res,solar,q2m,avaConv,0.042518518
usa,southCarolina,res,solar,q2p,avaConv,0.472821582
usa,southCarolina,res,solar,q2a,avaConv,0.13524359
usa,southCarolina,res,solar,q3n,avaConv,0
usa,southCarolina,res,solar,q3m,avaConv,0.03707805
usa,southCarolina,res,solar,q3p,avaConv,0.432871935
usa,southCarolina,res,solar,q3a,avaConv,0.115486052
usa,southCarolina,res,solar,q4n,avaConv,0
usa,southCarolina,res,solar,q4m,avaConv,0.124925331
usa,southCarolina,res,solar,q4p,avaConv,0.410560787
usa,southCarolina,res,solar,q4a,avaConv,0.015869259
usa,northCarolina,res,solar,q1n,avaConv,0
usa,northCarolina,res,solar,q1m,avaConv,0.056635328
usa,northCarolina,res,solar,q1p,avaConv,0.448667735
usa,northCarolina,res,solar,q1a,avaConv,0.045333475
usa,northCarolina,res,solar,q2n,avaConv,0
usa,northCarolina,res,solar,q2m,avaConv,0.042518518
usa,northCarolina,res,solar,q2p,avaConv,0.472821582
usa,northCarolina,res,solar,q2a,avaConv,0.13524359
usa,northCarolina,res,solar,q3n,avaConv,0
usa,northCarolina,res,solar,q3m,avaConv,0.03707805
usa,northCarolina,res,solar,q3p,avaConv,0.432871935
usa,northCarolina,res,solar,q3a,avaConv,0.115486052
usa,northCarolina,res,solar,q4n,avaConv,0
usa,northCarolina,res,solar,q4m,avaConv,0.124925331
usa,northCarolina,res,solar,q4p,avaConv,0.410560787
usa,northCarolina,res,solar,q4a,avaConv,0.015869259
usa,virginia,res,solar,q1n,avaConv,0
usa,virginia,res,solar,q1m,avaConv,0.056635328
usa,virginia,res,solar,q1p,avaConv,0.448667735
usa,virginia,res,solar,q1a,avaConv,0.045333475
usa,virginia,res,solar,q2n,avaConv,0
usa,virginia,res,solar,q2m,avaConv,0.042518518
usa,virginia,res,solar,q2p,avaConv,0.472821582
usa,virginia,res,solar,q2a,avaConv,0.13524359
usa,virginia,res,solar,q3n,avaConv,0
usa,virginia,res,solar,q3m,avaConv,0.03707805
usa,virginia,res,solar,q3p,avaConv,0.432871935
usa,virginia,res,solar,q3a,avaConv,0.115486052
usa,virginia,res,solar,q4n,avaConv,0
usa,virginia,res,solar,q4m,avaConv,0.124925331
usa,virginia,res,solar,q4p,avaConv,0.410560787
usa,virginia,res,solar,q4a,avaConv,0.015869259
usa,westVirginia,res,solar,q1n,avaConv,0
usa,westVirginia,res,solar,q1m,avaConv,0.054537723
usa,westVirginia,res,solar,q1p,avaConv,0.432050412
usa,westVirginia,res,solar,q1a,avaConv,0.043654458
usa,westVirginia,res,solar,q2n,avaConv,0
usa,westVirginia,res,solar,q2m,avaConv,0.040943759
usa,westVirginia,res,solar,q2p,avaConv,0.455309671
usa,westVirginia,res,solar,q2a,avaConv,0.130234568
usa,westVirginia,res,solar,q3n,avaConv,0
usa,westVirginia,res,solar,q3m,avaConv,0.035704789
usa,westVirginia,res,solar,q3p,avaConv,0.416839641
usa,westVirginia,res,solar,q3a,avaConv,0.111208791
usa,westVirginia,res,solar,q4n,avaConv,0
usa,westVirginia,res,solar,q4m,avaConv,0.120298467
usa,westVirginia,res,solar,q4p,avaConv,0.395354832
usa,westVirginia,res,solar,q4a,avaConv,0.015281509
usa,delaware,res,solar,q1n,avaConv,0
usa,delaware,res,solar,q1m,avaConv,0.054537723
usa,delaware,res,solar,q1p,avaConv,0.432050412
usa,delaware,res,solar,q1a,avaConv,0.043654458
usa,delaware,res,solar,q2n,avaConv,0
usa,delaware,res,solar,q2m,avaConv,0.040943759
usa,delaware,res,solar,q2p,avaConv,0.455309671
usa,delaware,res,solar,q2a,avaConv,0.130234568
usa,delaware,res,solar,q3n,avaConv,0
usa,delaware,res,solar,q3m,avaConv,0.035704789
usa,delaware,res,solar,q3p,avaConv,0.416839641
usa,delaware,res,solar,q3a,avaConv,0.111208791
usa,delaware,res,solar,q4n,avaConv,0
usa,delaware,res,solar,q4m,avaConv,0.120298467
usa,delaware,res,solar,q4p,avaConv,0.395354832
usa,delaware,res,solar,q4a,avaConv,0.015281509
usa,newJersey,res,solar,q1n,avaConv,0
usa,newJersey,res,solar,q1m,avaConv,0.054537723
usa,newJersey,res,solar,q1p,avaConv,0.432050412
usa,newJersey,res,solar,q1a,avaConv,0.043654458
usa,newJersey,res,solar,q2n,avaConv,0
usa,newJersey,res,solar,q2m,avaConv,0.040943759
usa,newJersey,res,solar,q2p,avaConv,0.455309671
usa,newJersey,res,solar,q2a,avaConv,0.130234568
usa,newJersey,res,solar,q3n,avaConv,0
usa,newJersey,res,solar,q3m,avaConv,0.035704789
usa,newJersey,res,solar,q3p,avaConv,0.416839641
usa,newJersey,res,solar,q3a,avaConv,0.111208791
usa,newJersey,res,solar,q4n,avaConv,0
usa,newJersey,res,solar,q4m,avaConv,0.120298467
usa,newJersey,res,solar,q4p,avaConv,0.395354832
usa,newJersey,res,solar,q4a,avaConv,0.015281509
usa,pennsylvania,res,solar,q1n,avaConv,0
usa,pennsylvania,res,solar,q1m,avaConv,0.054537723
usa,pennsylvania,res,solar,q1p,avaConv,0.432050412
usa,pennsylvania,res,solar,q1a,avaConv,0.043654458
usa,pennsylvania,res,solar,q2n,avaConv,0
usa,pennsylvania,res,solar,q2m,avaConv,0.040943759
usa,pennsylvania,res,solar,q2p,avaConv,0.455309671
usa,pennsylvania,res,solar,q2a,avaConv,0.130234568
usa,pennsylvania,res,solar,q3n,avaConv,0
usa,pennsylvania,res,solar,q3m,avaConv,0.035704789
usa,pennsylvania,res,solar,q3p,avaConv,0.416839641
usa,pennsylvania,res,solar,q3a,avaConv,0.111208791
usa,pennsylvania,res,solar,q4n,avaConv,0
usa,pennsylvania,res,solar,q4m,avaConv,0.120298467
usa,pennsylvania,res,solar,q4p,avaConv,0.395354832
usa,pennsylvania,res,solar,q4a,avaConv,0.015281509
usa,newYork,res,solar,q1n,avaConv,0
usa,newYork,res,solar,q1m,avaConv,0.054537723
usa,newYork,res,solar,q1p,avaConv,0.432050412
usa,newYork,res,solar,q1a,avaConv,0.043654458
usa,newYork,res,solar,q2n,avaConv,0
usa,newYork,res,solar,q2m,avaConv,0.040943759
usa,newYork,res,solar,q2p,avaConv,0.455309671
usa,newYork,res,solar,q2a,avaConv,0.130234568
usa,newYork,res,solar,q3n,avaConv,0
usa,newYork,res,solar,q3m,avaConv,0.035704789
usa,newYork,res,solar,q3p,avaConv,0.416839641
usa,newYork,res,solar,q3a,avaConv,0.111208791
usa,newYork,res,solar,q4n,avaConv,0
usa,newYork,res,solar,q4m,avaConv,0.120298467
usa,newYork,res,solar,q4p,avaConv,0.395354832
usa,newYork,res,solar,q4a,avaConv,0.015281509
usa,connecticut,res,solar,q1n,avaConv,0
usa,connecticut,res,solar,q1m,avaConv,0.054537723
usa,connecticut,res,solar,q1p,avaConv,0.432050412
usa,connecticut,res,solar,q1a,avaConv,0.043654458
usa,connecticut,res,solar,q2n,avaConv,0
usa,connecticut,res,solar,q2m,avaConv,0.040943759
usa,connecticut,res,solar,q2p,avaConv,0.455309671
usa,connecticut,res,solar,q2a,avaConv,0.130234568
usa,connecticut,res,solar,q3n,avaConv,0
usa,connecticut,res,solar,q3m,avaConv,0.035704789
usa,connecticut,res,solar,q3p,avaConv,0.416839641
usa,connecticut,res,solar,q3a,avaConv,0.111208791
usa,connecticut,res,solar,q4n,avaConv,0
usa,connecticut,res,solar,q4m,avaConv,0.120298467
usa,connecticut,res,solar,q4p,avaConv,0.395354832
usa,connecticut,res,solar,q4a,avaConv,0.015281509
usa,massachusetts,res,solar,q1n,avaConv,0
usa,massachusetts,res,solar,q1m,avaConv,0.054537723
usa,massachusetts,res,solar,q1p,avaConv,0.432050412
usa,massachusetts,res,solar,q1a,avaConv,0.043654458
usa,massachusetts,res,solar,q2n,avaConv,0
usa,massachusetts,res,solar,q2m,avaConv,0.040943759
usa,massachusetts,res,solar,q2p,avaConv,0.455309671
usa,massachusetts,res,solar,q2a,avaConv,0.130234568
usa,massachusetts,res,solar,q3n,avaConv,0
usa,massachusetts,res,solar,q3m,avaConv,0.035704789
usa,massachusetts,res,solar,q3p,avaConv,0.416839641
usa,massachusetts,res,solar,q3a,avaConv,0.111208791
usa,massachusetts,res,solar,q4n,avaConv,0
usa,massachusetts,res,solar,q4m,avaConv,0.120298467
usa,massachusetts,res,solar,q4p,avaConv,0.395354832
usa,massachusetts,res,solar,q4a,avaConv,0.015281509
usa,newHampshire,res,solar,q1n,avaConv,0
usa,newHampshire,res,solar,q1m,avaConv,0.054537723
usa,newHampshire,res,solar,q1p,avaConv,0.432050412
usa,newHampshire,res,solar,q1a,avaConv,0.043654458
usa,newHampshire,res,solar,q2n,avaConv,0
usa,newHampshire,res,solar,q2m,avaConv,0.040943759
usa,newHampshire,res,solar,q2p,avaConv,0.455309671
usa,newHampshire,res,solar,q2a,avaConv,0.130234568
usa,newHampshire,res,solar,q3n,avaConv,0
usa,newHampshire,res,solar,q3m,avaConv,0.035704789
usa,newHampshire,res,solar,q3p,avaConv,0.416839641
usa,newHampshire,res,solar,q3a,avaConv,0.111208791
usa,newHampshire,res,solar,q4n,avaConv,0
usa,newHampshire,res,solar,q4m,avaConv,0.120298467
usa,newHampshire,res,solar,q4p,avaConv,0.395354832
usa,newHampshire,res,solar,q4a,avaConv,0.015281509
usa,vermont,res,solar,q1n,avaConv,0
usa,vermont,res,solar,q1m,avaConv,0.054537723
usa,vermont,res,solar,q1p,avaConv,0.432050412
usa,vermont,res,solar,q1a,avaConv,0.043654458
usa,vermont,res,solar,q2n,avaConv,0
usa,vermont,res,solar,q2m,avaConv,0.040943759
usa,vermont,res,solar,q2p,avaConv,0.455309671
usa,vermont,res,solar,q2a,avaConv,0.130234568
usa,vermont,res,solar,q3n,avaConv,0
usa,vermont,res,solar,q3m,avaConv,0.035704789
usa,vermont,res,solar,q3p,avaConv,0.416839641
usa,vermont,res,solar,q3a,avaConv,0.111208791
usa,vermont,res,solar,q4n,avaConv,0
usa,vermont,res,solar,q4m,avaConv,0.120298467
usa,vermont,res,solar,q4p,avaConv,0.395354832
usa,vermont,res,solar,q4a,avaConv,0.015281509
usa,maine,res,solar,q1n,avaConv,0
usa,maine,res,solar,q1m,avaConv,0.054537723
usa,maine,res,solar,q1p,avaConv,0.432050412
usa,maine,res,solar,q1a,avaConv,0.043654458
usa,maine,res,solar,q2n,avaConv,0
usa,maine,res,solar,q2m,avaConv,0.040943759
usa,maine,res,solar,q2p,avaConv,0.455309671
usa,maine,res,solar,q2a,avaConv,0.130234568
usa,maine,res,solar,q3n,avaConv,0
usa,maine,res,solar,q3m,avaConv,0.035704789
usa,maine,res,solar,q3p,avaConv,0.416839641
usa,maine,res,solar,q3a,avaConv,0.111208791
usa,maine,res,solar,q4n,avaConv,0
usa,maine,res,solar,q4m,avaConv,0.120298467
usa,maine,res,solar,q4p,avaConv,0.395354832
usa,maine,res,solar,q4a,avaConv,0.015281509
usa,rhodeIsland,res,solar,q1n,avaConv,0
usa,rhodeIsland,res,solar,q1m,avaConv,0.054537723
usa,rhodeIsland,res,solar,q1p,avaConv,0.432050412
usa,rhodeIsland,res,solar,q1a,avaConv,0.043654458
usa,rhodeIsland,res,solar,q2n,avaConv,0
usa,rhodeIsland,res,solar,q2m,avaConv,0.040943759
usa,rhodeIsland,res,solar,q2p,avaConv,0.455309671
usa,rhodeIsland,res,solar,q2a,avaConv,0.130234568
usa,rhodeIsland,res,solar,q3n,avaConv,0
usa,rhodeIsland,res,solar,q3m,avaConv,0.035704789
usa,rhodeIsland,res,solar,q3p,avaConv,0.416839641
usa,rhodeIsland,res,solar,q3a,avaConv,0.111208791
usa,rhodeIsland,res,solar,q4n,avaConv,0
usa,rhodeIsland,res,solar,q4m,avaConv,0.120298467
usa,rhodeIsland,res,solar,q4p,avaConv,0.395354832
usa,rhodeIsland,res,solar,q4a,avaConv,0.015281509
usa,maryland,res,solar,q1n,avaConv,0
usa,maryland,res,solar,q1m,avaConv,0.054537723
usa,maryland,res,solar,q1p,avaConv,0.432050412
usa,maryland,res,solar,q1a,avaConv,0.043654458
usa,maryland,res,solar,q2n,avaConv,0
usa,maryland,res,solar,q2m,avaConv,0.040943759
usa,maryland,res,solar,q2p,avaConv,0.455309671
usa,maryland,res,solar,q2a,avaConv,0.130234568
usa,maryland,res,solar,q3n,avaConv,0
usa,maryland,res,solar,q3m,avaConv,0.035704789
usa,maryland,res,solar,q3p,avaConv,0.416839641
usa,maryland,res,solar,q3a,avaConv,0.111208791
usa,maryland,res,solar,q4n,avaConv,0
usa,maryland,res,solar,q4m,avaConv,0.120298467
usa,maryland,res,solar,q4p,avaConv,0.395354832
usa,maryland,res,solar,q4a,avaConv,0.015281509
canada,canada_,res,solar,q1n,avaConv,0
canada,canada_,res,solar,q1m,avaConv,0.023785185
canada,canada_,res,solar,q1p,avaConv,0.602522222
canada,canada_,res,solar,q1a,avaConv,0.138758333
canada,canada_,res,solar,q2n,avaConv,0
canada,canada_,res,solar,q2m,avaConv,0.001748148
canada,canada_,res,solar,q2p,avaConv,0.488673611
canada,canada_,res,solar,q2a,avaConv,0.239855956
canada,canada_,res,solar,q3n,avaConv,0
canada,canada_,res,solar,q3m,avaConv,0.000776557
canada,canada_,res,solar,q3p,avaConv,0.470244505
canada,canada_,res,solar,q3a,avaConv,0.21507967
canada,canada_,res,solar,q4n,avaConv,0
canada,canada_,res,solar,q4m,avaConv,0.060666667
canada,canada_,res,solar,q4p,avaConv,0.578416209
canada,canada_,res,solar,q4a,avaConv,0.084055147
usa,alaska,res,wind,q1n,avaConv,0.4840365
usa,alaska,res,wind,q1m,avaConv,0.485194847
usa,alaska,res,wind,q1p,avaConv,0.541438406
usa,alaska,res,wind,q1a,avaConv,0.548256038
usa,alaska,res,wind,q2n,avaConv,0.247240286
usa,alaska,res,wind,q2m,avaConv,0.232801932
usa,alaska,res,wind,q2p,avaConv,0.275862319
usa,alaska,res,wind,q2a,avaConv,0.296297723
usa,alaska,res,wind,q3n,avaConv,0.208009768
usa,alaska,res,wind,q3m,avaConv,0.19018315
usa,alaska,res,wind,q3p,avaConv,0.197551362
usa,alaska,res,wind,q3a,avaConv,0.208432871
usa,alaska,res,wind,q4n,avaConv,0.533377559
usa,alaska,res,wind,q4m,avaConv,0.519159102
usa,alaska,res,wind,q4p,avaConv,0.613824654
usa,alaska,res,wind,q4a,avaConv,0.577832481
