region_1,region_2,technology_4,timestep_2,parameter,value,comment
usa,virginia,chpGas,2035,capaConvResi,0.3231,
usa,virginia,chpGas,2040,capaConvResi,0.2431,
usa,virginia,chpGas,2045,capaConvResi,0.1821,
usa,virginia,chpGas,2050,capaConvResi,0.1361,
usa,washington,chpGas,2020,capaConvResi,0.4021,
usa,washington,chpGas,2025,capaConvResi,0.3011,
usa,washington,chpGas,2030,capaConvResi,0.2261,
usa,washington,chpGas,2035,capaConvResi,0.1691,
usa,washington,chpGas,2040,capaConvResi,0.1271,
usa,washington,chpGas,2045,capaConvResi,0.0951,
usa,washington,chpGas,2050,capaConvResi,0.0711,
usa,wisconsin,chpGas,2020,capaConvResi,1.1911,
usa,wisconsin,chpGas,2025,capaConvResi,0.8931,
usa,wisconsin,chpGas,2030,capaConvResi,0.6701,
usa,wisconsin,chpGas,2035,capaConvResi,0.5031,
usa,wisconsin,chpGas,2040,capaConvResi,0.3771,
usa,wisconsin,chpGas,2045,capaConvResi,0.2831,
usa,wisconsin,chpGas,2050,capaConvResi,0.2121,
usa,westVirginia,chpGas,2020,capaConvResi,0.3291,
usa,westVirginia,chpGas,2025,capaConvResi,0.2471,
usa,westVirginia,chpGas,2030,capaConvResi,0.1851,
usa,westVirginia,chpGas,2035,capaConvResi,0.1391,
usa,westVirginia,chpGas,2040,capaConvResi,0.1041,
usa,westVirginia,chpGas,2045,capaConvResi,0.0781,
usa,westVirginia,chpGas,2050,capaConvResi,0.0591,
usa,wyoming,chpGas,2020,capaConvResi,0.1561,
usa,wyoming,chpGas,2025,capaConvResi,0.1171,
usa,wyoming,chpGas,2030,capaConvResi,0.0881,
usa,wyoming,chpGas,2035,capaConvResi,0.0661,
usa,wyoming,chpGas,2040,capaConvResi,0.0491,
usa,wyoming,chpGas,2045,capaConvResi,0.0371,
usa,wyoming,chpGas,2050,capaConvResi,0.0281,
usa,california,chpOil,2020,capaConvResi,0.1791,
usa,california,chpOil,2025,capaConvResi,0.1351,
usa,california,chpOil,2030,capaConvResi,0.1011,
usa,california,chpOil,2035,capaConvResi,0.0761,
usa,california,chpOil,2040,capaConvResi,0.0571,
usa,georgia,chpOil,2020,capaConvResi,0.0401,
usa,georgia,chpOil,2025,capaConvResi,0.0301,
usa,louisiana,chpOil,2020,capaConvResi,0.6111,
usa,louisiana,chpOil,2025,capaConvResi,0.4581,
usa,louisiana,chpOil,2030,capaConvResi,0.3441,
usa,louisiana,chpOil,2035,capaConvResi,0.2581,
usa,louisiana,chpOil,2040,capaConvResi,0.1931,
usa,missouri,chpOil,2020,capaConvResi,0.0361,
usa,missouri,chpOil,2025,capaConvResi,0.0271,
usa,montana,chpOil,2020,capaConvResi,0.1051,
usa,montana,chpOil,2025,capaConvResi,0.0791,
usa,montana,chpOil,2030,capaConvResi,0.0591,
usa,montana,chpOil,2035,capaConvResi,0.0441,
usa,montana,chpOil,2040,capaConvResi,0.0331,
usa,northCarolina,chpOil,2020,capaConvResi,0.1281,
usa,northCarolina,chpOil,2025,capaConvResi,0.0961,
usa,northCarolina,chpOil,2030,capaConvResi,0.0721,
usa,northCarolina,chpOil,2035,capaConvResi,0.0541,
usa,northCarolina,chpOil,2040,capaConvResi,0.0401,
usa,newHampshire,chpOil,2020,capaConvResi,0.0271,
usa,newYork,chpOil,2020,capaConvResi,0.0291,
usa,pennsylvania,chpOil,2020,capaConvResi,0.1491,
usa,pennsylvania,chpOil,2025,capaConvResi,0.1121,
usa,pennsylvania,chpOil,2030,capaConvResi,0.0841,
usa,pennsylvania,chpOil,2035,capaConvResi,0.0631,
usa,pennsylvania,chpOil,2040,capaConvResi,0.0471,
usa,southCarolina,chpOil,2020,capaConvResi,0.1051,
usa,southCarolina,chpOil,2025,capaConvResi,0.0791,
usa,southCarolina,chpOil,2030,capaConvResi,0.0591,
usa,southCarolina,chpOil,2035,capaConvResi,0.0441,
usa,southCarolina,chpOil,2040,capaConvResi,0.0331,
usa,texas,chpOil,2020,capaConvResi,0.1321,
usa,texas,chpOil,2025,capaConvResi,0.0991,
usa,texas,chpOil,2030,capaConvResi,0.0751,
usa,texas,chpOil,2035,capaConvResi,0.0561,
usa,texas,chpOil,2040,capaConvResi,0.0421,
usa,virginia,chpOil,2020,capaConvResi,0.0261,
usa,washington,chpOil,2020,capaConvResi,0.5151,
usa,washington,chpOil,2025,capaConvResi,0.3861,
usa,washington,chpOil,2030,capaConvResi,0.2901,
usa,washington,chpOil,2035,capaConvResi,0.2171,
usa,washington,chpOil,2040,capaConvResi,0.1631,
usa,wisconsin,chpOil,2020,capaConvResi,0.1221,
usa,wisconsin,chpOil,2025,capaConvResi,0.0921,
usa,wisconsin,chpOil,2030,capaConvResi,0.0691,
usa,wisconsin,chpOil,2035,capaConvResi,0.0521,
usa,wisconsin,chpOil,2040,capaConvResi,0.0391,
usa,alabama,hhtBiomass,2020,capaConvResi,1.057,
usa,alabama,hhtBiomass,2025,capaConvResi,0.792,
usa,alabama,hhtBiomass,2030,capaConvResi,0.594,
usa,alabama,hhtBiomass,2035,capaConvResi,0.446,
usa,arizona,hhtBiomass,2020,capaConvResi,1.107,
usa,arizona,hhtBiomass,2025,capaConvResi,0.83,
usa,arizona,hhtBiomass,2030,capaConvResi,0.622,
usa,arizona,hhtBiomass,2035,capaConvResi,0.467,
usa,arkansas,hhtBiomass,2020,capaConvResi,0.571,
usa,arkansas,hhtBiomass,2025,capaConvResi,0.429,
usa,arkansas,hhtBiomass,2030,capaConvResi,0.321,
usa,arkansas,hhtBiomass,2035,capaConvResi,0.241,
usa,california,hhtBiomass,2020,capaConvResi,7.979,
usa,california,hhtBiomass,2025,capaConvResi,5.985,
usa,california,hhtBiomass,2030,capaConvResi,4.488,
usa,california,hhtBiomass,2035,capaConvResi,3.366,
usa,colorado,hhtBiomass,2020,capaConvResi,1.381,
usa,colorado,hhtBiomass,2025,capaConvResi,1.036,
usa,colorado,hhtBiomass,2030,capaConvResi,0.777,
usa,colorado,hhtBiomass,2035,capaConvResi,0.583,
usa,connecticut,hhtBiomass,2020,capaConvResi,0.811,
usa,connecticut,hhtBiomass,2025,capaConvResi,0.608,
usa,connecticut,hhtBiomass,2030,capaConvResi,0.456,
usa,connecticut,hhtBiomass,2035,capaConvResi,0.342,
usa,delaware,hhtBiomass,2020,capaConvResi,0.155,
usa,delaware,hhtBiomass,2025,capaConvResi,0.116,
usa,delaware,hhtBiomass,2030,capaConvResi,0.087,
usa,delaware,hhtBiomass,2035,capaConvResi,0.065,
usa,florida,hhtBiomass,2020,capaConvResi,2.43,
usa,florida,hhtBiomass,2025,capaConvResi,1.822,
usa,florida,hhtBiomass,2030,capaConvResi,1.367,
usa,florida,hhtBiomass,2035,capaConvResi,1.025,
usa,georgia,hhtBiomass,2020,capaConvResi,1.708,
usa,georgia,hhtBiomass,2025,capaConvResi,1.281,
usa,georgia,hhtBiomass,2030,capaConvResi,0.961,
usa,georgia,hhtBiomass,2035,capaConvResi,0.72,
usa,idaho,hhtBiomass,2020,capaConvResi,0.278,
usa,idaho,hhtBiomass,2025,capaConvResi,0.208,
usa,idaho,hhtBiomass,2030,capaConvResi,0.156,
usa,idaho,hhtBiomass,2035,capaConvResi,0.117,
usa,illinois,hhtBiomass,2020,capaConvResi,2.848,
usa,illinois,hhtBiomass,2025,capaConvResi,2.136,
usa,illinois,hhtBiomass,2030,capaConvResi,1.602,
usa,illinois,hhtBiomass,2035,capaConvResi,1.201,
usa,indiana,hhtBiomass,2020,capaConvResi,2.108,
usa,indiana,hhtBiomass,2025,capaConvResi,1.581,
usa,indiana,hhtBiomass,2030,capaConvResi,1.186,
usa,indiana,hhtBiomass,2035,capaConvResi,0.889,
usa,iowa,hhtBiomass,2020,capaConvResi,0.861,
usa,iowa,hhtBiomass,2025,capaConvResi,0.646,
usa,iowa,hhtBiomass,2030,capaConvResi,0.484,
usa,iowa,hhtBiomass,2035,capaConvResi,0.363,
usa,kansas,hhtBiomass,2020,capaConvResi,0.607,
usa,kansas,hhtBiomass,2025,capaConvResi,0.455,
usa,kansas,hhtBiomass,2030,capaConvResi,0.341,
usa,kansas,hhtBiomass,2035,capaConvResi,0.256,
usa,kentucky,hhtBiomass,2020,capaConvResi,1.01,
usa,kentucky,hhtBiomass,2025,capaConvResi,0.758,
usa,kentucky,hhtBiomass,2030,capaConvResi,0.568,
usa,kentucky,hhtBiomass,2035,capaConvResi,0.426,
usa,louisiana,hhtBiomass,2020,capaConvResi,1.935,
usa,louisiana,hhtBiomass,2025,capaConvResi,1.451,
usa,louisiana,hhtBiomass,2030,capaConvResi,1.089,
usa,louisiana,hhtBiomass,2035,capaConvResi,0.816,
usa,maine,hhtBiomass,2020,capaConvResi,0.183,
usa,maine,hhtBiomass,2025,capaConvResi,0.137,
usa,maine,hhtBiomass,2030,capaConvResi,0.103,
usa,maine,hhtBiomass,2035,capaConvResi,0.077,
usa,maryland,hhtBiomass,2020,capaConvResi,1.012,
usa,maryland,hhtBiomass,2025,capaConvResi,0.759,
usa,maryland,hhtBiomass,2030,capaConvResi,0.569,
usa,maryland,hhtBiomass,2035,capaConvResi,0.427,
usa,massachusetts,hhtBiomass,2020,capaConvResi,1.458,
usa,massachusetts,hhtBiomass,2025,capaConvResi,1.094,
usa,massachusetts,hhtBiomass,2030,capaConvResi,0.82,
usa,massachusetts,hhtBiomass,2035,capaConvResi,0.615,
usa,michigan,hhtBiomass,2020,capaConvResi,2.241,
usa,michigan,hhtBiomass,2025,capaConvResi,1.681,
usa,michigan,hhtBiomass,2030,capaConvResi,1.261,
usa,michigan,hhtBiomass,2035,capaConvResi,0.946,
usa,minnesota,hhtBiomass,2020,capaConvResi,1.425,
usa,minnesota,hhtBiomass,2025,capaConvResi,1.068,
usa,minnesota,hhtBiomass,2030,capaConvResi,0.801,
usa,minnesota,hhtBiomass,2035,capaConvResi,0.601,
usa,mississippi,hhtBiomass,2020,capaConvResi,0.545,
usa,mississippi,hhtBiomass,2025,capaConvResi,0.409,
usa,mississippi,hhtBiomass,2030,capaConvResi,0.307,
usa,mississippi,hhtBiomass,2035,capaConvResi,0.23,
usa,missouri,hhtBiomass,2020,capaConvResi,1.104,
usa,missouri,hhtBiomass,2025,capaConvResi,0.828,
usa,missouri,hhtBiomass,2030,capaConvResi,0.621,
usa,missouri,hhtBiomass,2035,capaConvResi,0.466,
usa,montana,hhtBiomass,2020,capaConvResi,0.215,
usa,montana,hhtBiomass,2025,capaConvResi,0.161,
usa,montana,hhtBiomass,2030,capaConvResi,0.121,
usa,montana,hhtBiomass,2035,capaConvResi,0.091,
usa,nebraska,hhtBiomass,2020,capaConvResi,0.464,
usa,nebraska,hhtBiomass,2025,capaConvResi,0.348,
usa,nebraska,hhtBiomass,2030,capaConvResi,0.261,
usa,nebraska,hhtBiomass,2035,capaConvResi,0.196,
usa,nevada,hhtBiomass,2020,capaConvResi,0.519,
usa,nevada,hhtBiomass,2025,capaConvResi,0.389,
usa,nevada,hhtBiomass,2030,capaConvResi,0.292,
usa,nevada,hhtBiomass,2035,capaConvResi,0.219,
usa,newHampshire,hhtBiomass,2020,capaConvResi,0.237,
usa,newHampshire,hhtBiomass,2025,capaConvResi,0.177,
usa,newHampshire,hhtBiomass,2030,capaConvResi,0.133,
usa,newHampshire,hhtBiomass,2035,capaConvResi,0.1,
usa,newJersey,hhtBiomass,2020,capaConvResi,1.62,
usa,newJersey,hhtBiomass,2025,capaConvResi,1.215,
usa,newJersey,hhtBiomass,2030,capaConvResi,0.911,
usa,newJersey,hhtBiomass,2035,capaConvResi,0.683,
usa,newMexico,hhtBiomass,2020,capaConvResi,0.438,
usa,newMexico,hhtBiomass,2025,capaConvResi,0.328,
usa,newMexico,hhtBiomass,2030,capaConvResi,0.246,
usa,newMexico,hhtBiomass,2035,capaConvResi,0.185,
usa,newYork,hhtBiomass,2020,capaConvResi,3.174,
usa,newYork,hhtBiomass,2025,capaConvResi,2.38,
usa,newYork,hhtBiomass,2030,capaConvResi,1.785,
usa,newYork,hhtBiomass,2035,capaConvResi,1.339,
usa,northCarolina,hhtBiomass,2020,capaConvResi,2.484,
usa,northCarolina,hhtBiomass,2025,capaConvResi,1.863,
usa,northCarolina,hhtBiomass,2030,capaConvResi,1.398,
usa,northCarolina,hhtBiomass,2035,capaConvResi,1.048,
usa,northDakota,hhtBiomass,2020,capaConvResi,0.397,
usa,northDakota,hhtBiomass,2025,capaConvResi,0.298,
usa,northDakota,hhtBiomass,2030,capaConvResi,0.224,
usa,northDakota,hhtBiomass,2035,capaConvResi,0.168,
usa,ohio,hhtBiomass,2020,capaConvResi,2.74,
usa,ohio,hhtBiomass,2025,capaConvResi,2.055,
usa,ohio,hhtBiomass,2030,capaConvResi,1.541,
usa,ohio,hhtBiomass,2035,capaConvResi,1.156,
usa,oklahoma,hhtBiomass,2020,capaConvResi,1.28,
usa,oklahoma,hhtBiomass,2025,capaConvResi,0.96,
usa,oklahoma,hhtBiomass,2030,capaConvResi,0.72,
usa,oklahoma,hhtBiomass,2035,capaConvResi,0.54,
usa,oregon,hhtBiomass,2020,capaConvResi,1.329,
usa,oregon,hhtBiomass,2025,capaConvResi,0.997,
usa,oregon,hhtBiomass,2030,capaConvResi,0.748,
usa,oregon,hhtBiomass,2035,capaConvResi,0.561,
usa,pennsylvania,hhtBiomass,2020,capaConvResi,2.732,
usa,pennsylvania,hhtBiomass,2025,capaConvResi,2.049,
usa,pennsylvania,hhtBiomass,2030,capaConvResi,1.536,
usa,pennsylvania,hhtBiomass,2035,capaConvResi,1.152,
usa,rhodeIsland,hhtBiomass,2020,capaConvResi,0.159,
usa,rhodeIsland,hhtBiomass,2025,capaConvResi,0.12,
usa,rhodeIsland,hhtBiomass,2030,capaConvResi,0.09,
usa,rhodeIsland,hhtBiomass,2035,capaConvResi,0.067,
usa,southCarolina,hhtBiomass,2020,capaConvResi,0.927,
usa,southCarolina,hhtBiomass,2025,capaConvResi,0.695,
usa,southCarolina,hhtBiomass,2030,capaConvResi,0.521,
usa,southCarolina,hhtBiomass,2035,capaConvResi,0.391,
usa,southDakota,hhtBiomass,2020,capaConvResi,0.157,
usa,southDakota,hhtBiomass,2025,capaConvResi,0.118,
usa,southDakota,hhtBiomass,2030,capaConvResi,0.089,
usa,southDakota,hhtBiomass,2035,capaConvResi,0.066,
usa,tennessee,hhtBiomass,2020,capaConvResi,1.192,
usa,tennessee,hhtBiomass,2025,capaConvResi,0.894,
usa,tennessee,hhtBiomass,2030,capaConvResi,0.67,
usa,tennessee,hhtBiomass,2035,capaConvResi,0.503,
usa,texas,hhtBiomass,2020,capaConvResi,12.604,
usa,texas,hhtBiomass,2025,capaConvResi,9.453,
usa,texas,hhtBiomass,2030,capaConvResi,7.09,
usa,texas,hhtBiomass,2035,capaConvResi,5.317,
usa,utah,hhtBiomass,2020,capaConvResi,0.66,
usa,utah,hhtBiomass,2025,capaConvResi,0.495,
usa,utah,hhtBiomass,2030,capaConvResi,0.371,
usa,utah,hhtBiomass,2035,capaConvResi,0.278,
usa,vermont,hhtBiomass,2020,capaConvResi,0.116,
usa,vermont,hhtBiomass,2025,capaConvResi,0.087,
usa,vermont,hhtBiomass,2030,capaConvResi,0.065,
usa,vermont,hhtBiomass,2035,capaConvResi,0.049,
usa,virginia,hhtBiomass,2020,capaConvResi,1.475,
usa,virginia,hhtBiomass,2025,capaConvResi,1.106,
usa,virginia,hhtBiomass,2030,capaConvResi,0.83,
usa,virginia,hhtBiomass,2035,capaConvResi,0.622,
usa,washington,hhtBiomass,2020,capaConvResi,1.612,
usa,washington,hhtBiomass,2025,capaConvResi,1.209,
usa,washington,hhtBiomass,2030,capaConvResi,0.907,
usa,washington,hhtBiomass,2035,capaConvResi,0.68,
usa,westVirginia,hhtBiomass,2020,capaConvResi,0.571,
usa,westVirginia,hhtBiomass,2025,capaConvResi,0.429,
usa,westVirginia,hhtBiomass,2030,capaConvResi,0.321,
usa,westVirginia,hhtBiomass,2035,capaConvResi,0.241,
usa,wisconsin,hhtBiomass,2020,capaConvResi,1.423,
usa,wisconsin,hhtBiomass,2025,capaConvResi,1.067,
usa,wisconsin,hhtBiomass,2030,capaConvResi,0.8,
usa,wisconsin,hhtBiomass,2035,capaConvResi,0.6,
usa,wyoming,hhtBiomass,2020,capaConvResi,0.441,
usa,wyoming,hhtBiomass,2025,capaConvResi,0.33,
usa,wyoming,hhtBiomass,2030,capaConvResi,0.248,
usa,wyoming,hhtBiomass,2035,capaConvResi,0.186,
usa,alabama,hhtGas,2020,capaConvResi,7.933,
usa,alabama,hhtGas,2025,capaConvResi,5.9488,
usa,alabama,hhtGas,2030,capaConvResi,4.4616,
usa,alabama,hhtGas,2035,capaConvResi,3.3472,
usa,arizona,hhtGas,2020,capaConvResi,8.3661,
usa,arizona,hhtGas,2025,capaConvResi,6.2741,
usa,arizona,hhtGas,2030,capaConvResi,4.7061,
usa,arizona,hhtGas,2035,capaConvResi,3.5291,
usa,arkansas,hhtGas,2020,capaConvResi,3.9923,
usa,arkansas,hhtGas,2025,capaConvResi,2.9934,
usa,arkansas,hhtGas,2030,capaConvResi,2.2455,
usa,arkansas,hhtGas,2035,capaConvResi,1.6837,
usa,california,hhtGas,2020,capaConvResi,65.8191,
usa,california,hhtGas,2025,capaConvResi,49.3627,
usa,california,hhtGas,2030,capaConvResi,37.0231,
usa,california,hhtGas,2035,capaConvResi,27.7679,
usa,colorado,hhtGas,2020,capaConvResi,10.6349,
usa,colorado,hhtGas,2025,capaConvResi,7.9772,
usa,colorado,hhtGas,2030,capaConvResi,5.9824,
usa,colorado,hhtGas,2035,capaConvResi,4.4873,
usa,connecticut,hhtGas,2020,capaConvResi,13.4191,
usa,connecticut,hhtGas,2025,capaConvResi,10.0654,
usa,connecticut,hhtGas,2030,capaConvResi,7.5502,
usa,connecticut,hhtGas,2035,capaConvResi,5.6594,
usa,delaware,hhtGas,2020,capaConvResi,0.8431,
usa,delaware,hhtGas,2025,capaConvResi,0.6323,
usa,delaware,hhtGas,2030,capaConvResi,0.4749,
usa,delaware,hhtGas,2035,capaConvResi,0.3555,
usa,florida,hhtGas,2020,capaConvResi,19.3498,
usa,florida,hhtGas,2025,capaConvResi,14.5119,
usa,florida,hhtGas,2030,capaConvResi,10.8849,
usa,florida,hhtGas,2035,capaConvResi,8.1642,
usa,georgia,hhtGas,2020,capaConvResi,13.3355,
usa,georgia,hhtGas,2025,capaConvResi,10.0017,
usa,georgia,hhtGas,2030,capaConvResi,7.4998,
usa,georgia,hhtGas,2035,capaConvResi,5.6258,
usa,idaho,hhtGas,2020,capaConvResi,1.7442,
usa,idaho,hhtGas,2025,capaConvResi,1.309,
usa,idaho,hhtGas,2030,capaConvResi,0.9809,
usa,idaho,hhtGas,2035,capaConvResi,0.7357,
usa,illinois,hhtGas,2020,capaConvResi,22.86,
usa,illinois,hhtGas,2025,capaConvResi,17.1435,
usa,illinois,hhtGas,2030,capaConvResi,12.8592,
usa,illinois,hhtGas,2035,capaConvResi,9.6439,
usa,indiana,hhtGas,2020,capaConvResi,16.68,
usa,indiana,hhtGas,2025,capaConvResi,12.5116,
usa,indiana,hhtGas,2030,capaConvResi,9.3827,
usa,indiana,hhtGas,2035,capaConvResi,7.0375,
usa,iowa,hhtGas,2020,capaConvResi,5.6372,
usa,iowa,hhtGas,2025,capaConvResi,4.2266,
usa,iowa,hhtGas,2030,capaConvResi,3.17,
usa,iowa,hhtGas,2035,capaConvResi,2.3775,
usa,kansas,hhtGas,2020,capaConvResi,4.2907,
usa,kansas,hhtGas,2025,capaConvResi,3.2176,
usa,kansas,hhtGas,2030,capaConvResi,2.4132,
usa,kansas,hhtGas,2035,capaConvResi,1.8099,
usa,kentucky,hhtGas,2020,capaConvResi,7.5711,
usa,kentucky,hhtGas,2025,capaConvResi,5.6793,
usa,kentucky,hhtGas,2030,capaConvResi,4.2586,
usa,kentucky,hhtGas,2035,capaConvResi,3.1944,
usa,louisiana,hhtGas,2020,capaConvResi,15.2372,
usa,louisiana,hhtGas,2025,capaConvResi,11.4279,
usa,louisiana,hhtGas,2030,capaConvResi,8.5715,
usa,louisiana,hhtGas,2035,capaConvResi,6.4276,
usa,maine,hhtGas,2020,capaConvResi,2.6449,
usa,maine,hhtGas,2025,capaConvResi,1.9818,
usa,maine,hhtGas,2030,capaConvResi,1.4873,
usa,maine,hhtGas,2035,capaConvResi,1.1164,
usa,maryland,hhtGas,2020,capaConvResi,7.568,
usa,maryland,hhtGas,2025,capaConvResi,5.675,
usa,maryland,hhtGas,2030,capaConvResi,4.2577,
usa,maryland,hhtGas,2035,capaConvResi,3.1924,
usa,massachusetts,hhtGas,2020,capaConvResi,27.47,
usa,massachusetts,hhtGas,2025,capaConvResi,20.6013,
usa,massachusetts,hhtGas,2030,capaConvResi,15.4522,
usa,massachusetts,hhtGas,2035,capaConvResi,11.5892,
usa,michigan,hhtGas,2020,capaConvResi,17.7914,
usa,michigan,hhtGas,2025,capaConvResi,13.343,
usa,michigan,hhtGas,2030,capaConvResi,10.0073,
usa,michigan,hhtGas,2035,capaConvResi,7.505,
usa,minnesota,hhtGas,2020,capaConvResi,10.9895,
usa,minnesota,hhtGas,2025,capaConvResi,8.2427,
usa,minnesota,hhtGas,2030,capaConvResi,6.182,
usa,minnesota,hhtGas,2035,capaConvResi,4.636,
usa,mississippi,hhtGas,2020,capaConvResi,3.7627,
usa,mississippi,hhtGas,2025,capaConvResi,2.8224,
usa,mississippi,hhtGas,2030,capaConvResi,2.116,
usa,mississippi,hhtGas,2035,capaConvResi,1.5879,
usa,missouri,hhtGas,2020,capaConvResi,8.3472,
usa,missouri,hhtGas,2025,capaConvResi,6.2604,
usa,missouri,hhtGas,2030,capaConvResi,4.6958,
usa,missouri,hhtGas,2035,capaConvResi,3.5223,
usa,montana,hhtGas,2020,capaConvResi,1.2973,
usa,montana,hhtGas,2025,capaConvResi,0.9726,
usa,montana,hhtGas,2030,capaConvResi,0.7306,
usa,montana,hhtGas,2035,capaConvResi,0.548,
usa,nebraska,hhtGas,2020,capaConvResi,2.8819,
usa,nebraska,hhtGas,2025,capaConvResi,2.161,
usa,nebraska,hhtGas,2030,capaConvResi,1.6216,
usa,nebraska,hhtGas,2035,capaConvResi,1.2154,
usa,nevada,hhtGas,2020,capaConvResi,3.5836,
usa,nevada,hhtGas,2025,capaConvResi,2.6873,
usa,nevada,hhtGas,2030,capaConvResi,2.0159,
usa,nevada,hhtGas,2035,capaConvResi,1.5124,
usa,newHampshire,hhtGas,2020,capaConvResi,3.5351,
usa,newHampshire,hhtGas,2025,capaConvResi,2.6504,
usa,newHampshire,hhtGas,2030,capaConvResi,1.9897,
usa,newHampshire,hhtGas,2035,capaConvResi,1.4913,
usa,newJersey,hhtGas,2020,capaConvResi,12.6031,
usa,newJersey,hhtGas,2025,capaConvResi,9.4523,
usa,newJersey,hhtGas,2030,capaConvResi,7.0882,
usa,newJersey,hhtGas,2035,capaConvResi,5.3177,
usa,newMexico,hhtGas,2020,capaConvResi,2.95,
usa,newMexico,hhtGas,2025,capaConvResi,2.2125,
usa,newMexico,hhtGas,2030,capaConvResi,1.6599,
usa,newMexico,hhtGas,2035,capaConvResi,1.2449,
usa,newYork,hhtGas,2020,capaConvResi,25.5848,
usa,newYork,hhtGas,2025,capaConvResi,19.1892,
usa,newYork,hhtGas,2030,capaConvResi,14.3903,
usa,newYork,hhtGas,2035,capaConvResi,10.7943,
usa,northCarolina,hhtGas,2020,capaConvResi,19.8214,
usa,northCarolina,hhtGas,2025,capaConvResi,14.866,
usa,northCarolina,hhtGas,2030,capaConvResi,11.1485,
usa,northCarolina,hhtGas,2035,capaConvResi,8.3614,
usa,northDakota,hhtGas,2020,capaConvResi,2.3292,
usa,northDakota,hhtGas,2025,capaConvResi,1.7473,
usa,northDakota,hhtGas,2030,capaConvResi,1.3108,
usa,northDakota,hhtGas,2035,capaConvResi,0.982,
usa,ohio,hhtGas,2020,capaConvResi,21.9654,
usa,ohio,hhtGas,2025,capaConvResi,16.4746,
usa,ohio,hhtGas,2030,capaConvResi,12.3559,
usa,ohio,hhtGas,2035,capaConvResi,9.2675,
usa,oklahoma,hhtGas,2020,capaConvResi,9.7929,
usa,oklahoma,hhtGas,2025,capaConvResi,7.3447,
usa,oklahoma,hhtGas,2030,capaConvResi,5.5075,
usa,oklahoma,hhtGas,2035,capaConvResi,4.1312,
usa,oregon,hhtGas,2020,capaConvResi,10.1957,
usa,oregon,hhtGas,2025,capaConvResi,7.6468,
usa,oregon,hhtGas,2030,capaConvResi,5.7346,
usa,oregon,hhtGas,2035,capaConvResi,4.3005,
usa,pennsylvania,hhtGas,2020,capaConvResi,21.2195,
usa,pennsylvania,hhtGas,2025,capaConvResi,15.9144,
usa,pennsylvania,hhtGas,2030,capaConvResi,11.9363,
usa,pennsylvania,hhtGas,2035,capaConvResi,8.9517,
usa,rhodeIsland,hhtGas,2020,capaConvResi,2.3155,
usa,rhodeIsland,hhtGas,2025,capaConvResi,1.7367,
usa,rhodeIsland,hhtGas,2030,capaConvResi,1.3044,
usa,rhodeIsland,hhtGas,2035,capaConvResi,0.9774,
usa,southCarolina,hhtGas,2020,capaConvResi,6.8673,
usa,southCarolina,hhtGas,2025,capaConvResi,5.149,
usa,southCarolina,hhtGas,2030,capaConvResi,3.8618,
usa,southCarolina,hhtGas,2035,capaConvResi,2.8963,
usa,southDakota,hhtGas,2020,capaConvResi,0.7902,
usa,southDakota,hhtGas,2025,capaConvResi,0.593,
usa,southDakota,hhtGas,2030,capaConvResi,0.4438,
usa,southDakota,hhtGas,2035,capaConvResi,0.3335,
usa,tennessee,hhtGas,2020,capaConvResi,9.0503,
usa,tennessee,hhtGas,2025,capaConvResi,6.7863,
usa,tennessee,hhtGas,2030,capaConvResi,5.0897,
usa,tennessee,hhtGas,2035,capaConvResi,3.8173,
usa,texas,hhtGas,2020,capaConvResi,104.5408,
usa,texas,hhtGas,2025,capaConvResi,78.4051,
usa,texas,hhtGas,2030,capaConvResi,58.8049,
usa,texas,hhtGas,2035,capaConvResi,44.1037,
usa,utah,hhtGas,2020,capaConvResi,4.7232,
usa,utah,hhtGas,2025,capaConvResi,3.5424,
usa,utah,hhtGas,2030,capaConvResi,2.6559,
usa,utah,hhtGas,2035,capaConvResi,1.9933,
usa,vermont,hhtGas,2020,capaConvResi,1.3678,
usa,vermont,hhtGas,2025,capaConvResi,1.0251,
usa,vermont,hhtGas,2030,capaConvResi,0.7681,
usa,vermont,hhtGas,2035,capaConvResi,0.5784,
usa,virginia,hhtGas,2020,capaConvResi,11.3943,
usa,virginia,hhtGas,2025,capaConvResi,8.5452,
usa,virginia,hhtGas,2030,capaConvResi,6.4094,
usa,virginia,hhtGas,2035,capaConvResi,4.8071,
usa,washington,hhtGas,2020,capaConvResi,12.5502,
usa,washington,hhtGas,2025,capaConvResi,9.4122,
usa,washington,hhtGas,2030,capaConvResi,7.0592,
usa,washington,hhtGas,2035,capaConvResi,5.2939,
usa,westVirginia,hhtGas,2020,capaConvResi,3.9808,
usa,westVirginia,hhtGas,2025,capaConvResi,2.9847,
usa,westVirginia,hhtGas,2030,capaConvResi,2.239,
usa,westVirginia,hhtGas,2035,capaConvResi,1.6788,
usa,wisconsin,hhtGas,2020,capaConvResi,10.9783,
usa,wisconsin,hhtGas,2025,capaConvResi,8.2328,
usa,wisconsin,hhtGas,2030,capaConvResi,6.1756,
usa,wisconsin,hhtGas,2035,capaConvResi,4.6312,
usa,wyoming,hhtGas,2020,capaConvResi,2.9848,
usa,wyoming,hhtGas,2025,capaConvResi,2.2386,
usa,wyoming,hhtGas,2030,capaConvResi,1.6781,
usa,wyoming,hhtGas,2035,capaConvResi,1.2595,
usa,alabama,hhtOil,2020,capaConvResi,16.543,
