region_2,technology_4,timestep_1,parameter,value
louisiana,hltHeatpump,2020,capaConvResi,0.1384
maine,hltHeatpump,2020,capaConvResi,0.6507
maryland,hltHeatpump,2020,capaConvResi,0.1144
massachusetts,hltHeatpump,2020,capaConvResi,2.5394
michigan,hltHeatpump,2020,capaConvResi,0.6454
minnesota,hltHeatpump,2020,capaConvResi,0.4692
mississippi,hltHeatpump,2020,capaConvResi,0.0583
missouri,hltHeatpump,2020,capaConvResi,0.5376
montana,hltHeatpump,2020,capaConvResi,0.2286
nebraska,hltHeatpump,2020,capaConvResi,0.1607
nevada,hltHeatpump,2020,capaConvResi,0.2864
newHampshire,hltHeatpump,2020,capaConvResi,0.5556
newJersey,hltHeatpump,2020,capaConvResi,1.5717
newMexico,hltHeatpump,2020,capaConvResi,0.2166
newYork,hltHeatpump,2020,capaConvResi,3.5896
northCarolina,hltHeatpump,2020,capaConvResi,0.211
northDakota,hltHeatpump,2020,capaConvResi,0.0711
ohio,hltHeatpump,2020,capaConvResi,0.7314
oklahoma,hltHeatpump,2020,capaConvResi,0.1169
oregon,hltHeatpump,2020,capaConvResi,0.1197
pennsylvania,hltHeatpump,2020,capaConvResi,2.4505
rhodeIsland,hltHeatpump,2020,capaConvResi,0.4129
southCarolina,hltHeatpump,2020,capaConvResi,0.1038
southDakota,hltHeatpump,2020,capaConvResi,0.0746
tennessee,hltHeatpump,2020,capaConvResi,0.1296
texas,hltHeatpump,2020,capaConvResi,0.7231
utah,hltHeatpump,2020,capaConvResi,0.4803
vermont,hltHeatpump,2020,capaConvResi,0.2917
virginia,hltHeatpump,2020,capaConvResi,0.163
washington,hltHeatpump,2020,capaConvResi,0.2085
westVirginia,hltHeatpump,2020,capaConvResi,0.0679
wisconsin,hltHeatpump,2020,capaConvResi,0.3769
wyoming,hltHeatpump,2020,capaConvResi,0.1247
alabama,hltHeatpump,2025,capaConvResi,0.0746
arizona,hltHeatpump,2025,capaConvResi,0.5205
arkansas,hltHeatpump,2025,capaConvResi,0.0691
california,hltHeatpump,2025,capaConvResi,0.7311
colorado,hltHeatpump,2025,capaConvResi,0.8016
connecticut,hltHeatpump,2025,capaConvResi,0.6533
delaware,hltHeatpump,2025,capaConvResi,0.0149
florida,hltHeatpump,2025,capaConvResi,0.3246
georgia,hltHeatpump,2025,capaConvResi,0.1474
idaho,hltHeatpump,2025,capaConvResi,0.2404
illinois,hltHeatpump,2025,capaConvResi,0.5657
indiana,hltHeatpump,2025,capaConvResi,0.3023
iowa,hltHeatpump,2025,capaConvResi,0.2011
kansas,hltHeatpump,2025,capaConvResi,0.1841
kentucky,hltHeatpump,2025,capaConvResi,0.0658
louisiana,hltHeatpump,2025,capaConvResi,0.1038
maine,hltHeatpump,2025,capaConvResi,0.4881
maryland,hltHeatpump,2025,capaConvResi,0.0858
massachusetts,hltHeatpump,2025,capaConvResi,1.9046
michigan,hltHeatpump,2025,capaConvResi,0.4841
minnesota,hltHeatpump,2025,capaConvResi,0.3519
mississippi,hltHeatpump,2025,capaConvResi,0.0437
missouri,hltHeatpump,2025,capaConvResi,0.4032
montana,hltHeatpump,2025,capaConvResi,0.1715
nebraska,hltHeatpump,2025,capaConvResi,0.1205
nevada,hltHeatpump,2025,capaConvResi,0.2148
newHampshire,hltHeatpump,2025,capaConvResi,0.4167
newJersey,hltHeatpump,2025,capaConvResi,1.1788
newMexico,hltHeatpump,2025,capaConvResi,0.1625
newYork,hltHeatpump,2025,capaConvResi,2.6922
northCarolina,hltHeatpump,2025,capaConvResi,0.1583
northDakota,hltHeatpump,2025,capaConvResi,0.0534
ohio,hltHeatpump,2025,capaConvResi,0.5485
oklahoma,hltHeatpump,2025,capaConvResi,0.0877
oregon,hltHeatpump,2025,capaConvResi,0.0898
pennsylvania,hltHeatpump,2025,capaConvResi,1.8379
rhodeIsland,hltHeatpump,2025,capaConvResi,0.3097
southCarolina,hltHeatpump,2025,capaConvResi,0.0779
southDakota,hltHeatpump,2025,capaConvResi,0.0559
tennessee,hltHeatpump,2025,capaConvResi,0.0972
texas,hltHeatpump,2025,capaConvResi,0.5423
utah,hltHeatpump,2025,capaConvResi,0.3602
vermont,hltHeatpump,2025,capaConvResi,0.2188
virginia,hltHeatpump,2025,capaConvResi,0.1223
washington,hltHeatpump,2025,capaConvResi,0.1564
westVirginia,hltHeatpump,2025,capaConvResi,0.0509
wisconsin,hltHeatpump,2025,capaConvResi,0.2827
wyoming,hltHeatpump,2025,capaConvResi,0.0935
alabama,hltHeatpump,2030,capaConvResi,0.0497
arizona,hltHeatpump,2030,capaConvResi,0.347
arkansas,hltHeatpump,2030,capaConvResi,0.0461
california,hltHeatpump,2030,capaConvResi,0.4874
colorado,hltHeatpump,2030,capaConvResi,0.5344
connecticut,hltHeatpump,2030,capaConvResi,0.4355
delaware,hltHeatpump,2030,capaConvResi,0.01
florida,hltHeatpump,2030,capaConvResi,0.2164
georgia,hltHeatpump,2030,capaConvResi,0.0983
idaho,hltHeatpump,2030,capaConvResi,0.1603
illinois,hltHeatpump,2030,capaConvResi,0.3772
indiana,hltHeatpump,2030,capaConvResi,0.2015
iowa,hltHeatpump,2030,capaConvResi,0.1341
kansas,hltHeatpump,2030,capaConvResi,0.1228
kentucky,hltHeatpump,2030,capaConvResi,0.0439
louisiana,hltHeatpump,2030,capaConvResi,0.0692
maine,hltHeatpump,2030,capaConvResi,0.3254
maryland,hltHeatpump,2030,capaConvResi,0.0572
massachusetts,hltHeatpump,2030,capaConvResi,1.2697
michigan,hltHeatpump,2030,capaConvResi,0.3227
minnesota,hltHeatpump,2030,capaConvResi,0.2346
mississippi,hltHeatpump,2030,capaConvResi,0.0292
missouri,hltHeatpump,2030,capaConvResi,0.2688
montana,hltHeatpump,2030,capaConvResi,0.1143
nebraska,hltHeatpump,2030,capaConvResi,0.0804
nevada,hltHeatpump,2030,capaConvResi,0.1432
newHampshire,hltHeatpump,2030,capaConvResi,0.2778
newJersey,hltHeatpump,2030,capaConvResi,0.7859
newMexico,hltHeatpump,2030,capaConvResi,0.1083
newYork,hltHeatpump,2030,capaConvResi,1.7948
northCarolina,hltHeatpump,2030,capaConvResi,0.1055
northDakota,hltHeatpump,2030,capaConvResi,0.0356
ohio,hltHeatpump,2030,capaConvResi,0.3657
oklahoma,hltHeatpump,2030,capaConvResi,0.0585
oregon,hltHeatpump,2030,capaConvResi,0.0599
pennsylvania,hltHeatpump,2030,capaConvResi,1.2253
rhodeIsland,hltHeatpump,2030,capaConvResi,0.2065
southCarolina,hltHeatpump,2030,capaConvResi,0.0519
southDakota,hltHeatpump,2030,capaConvResi,0.0373
tennessee,hltHeatpump,2030,capaConvResi,0.0648
texas,hltHeatpump,2030,capaConvResi,0.3616
utah,hltHeatpump,2030,capaConvResi,0.2402
vermont,hltHeatpump,2030,capaConvResi,0.1459
virginia,hltHeatpump,2030,capaConvResi,0.0815
washington,hltHeatpump,2030,capaConvResi,0.1043
westVirginia,hltHeatpump,2030,capaConvResi,0.034
wisconsin,hltHeatpump,2030,capaConvResi,0.1885
wyoming,hltHeatpump,2030,capaConvResi,0.0624
alabama,hltHeatpump,2035,capaConvResi,0.0249
arizona,hltHeatpump,2035,capaConvResi,0.1735
arkansas,hltHeatpump,2035,capaConvResi,0.0231
california,hltHeatpump,2035,capaConvResi,0.2437
colorado,hltHeatpump,2035,capaConvResi,0.2672
connecticut,hltHeatpump,2035,capaConvResi,0.2178
delaware,hltHeatpump,2035,capaConvResi,0.005
florida,hltHeatpump,2035,capaConvResi,0.1082
georgia,hltHeatpump,2035,capaConvResi,0.0492
idaho,hltHeatpump,2035,capaConvResi,0.0802
illinois,hltHeatpump,2035,capaConvResi,0.1886
indiana,hltHeatpump,2035,capaConvResi,0.1008
iowa,hltHeatpump,2035,capaConvResi,0.0671
kansas,hltHeatpump,2035,capaConvResi,0.0614
kentucky,hltHeatpump,2035,capaConvResi,0.022
louisiana,hltHeatpump,2035,capaConvResi,0.0346
maine,hltHeatpump,2035,capaConvResi,0.1627
maryland,hltHeatpump,2035,capaConvResi,0.0286
massachusetts,hltHeatpump,2035,capaConvResi,0.6349
michigan,hltHeatpump,2035,capaConvResi,0.1614
minnesota,hltHeatpump,2035,capaConvResi,0.1173
mississippi,hltHeatpump,2035,capaConvResi,0.0146
missouri,hltHeatpump,2035,capaConvResi,0.1344
montana,hltHeatpump,2035,capaConvResi,0.0572
nebraska,hltHeatpump,2035,capaConvResi,0.0402
nevada,hltHeatpump,2035,capaConvResi,0.0716
newHampshire,hltHeatpump,2035,capaConvResi,0.1389
newJersey,hltHeatpump,2035,capaConvResi,0.393
newMexico,hltHeatpump,2035,capaConvResi,0.0542
newYork,hltHeatpump,2035,capaConvResi,0.8974
northCarolina,hltHeatpump,2035,capaConvResi,0.0528
northDakota,hltHeatpump,2035,capaConvResi,0.0178
ohio,hltHeatpump,2035,capaConvResi,0.1829
oklahoma,hltHeatpump,2035,capaConvResi,0.0293
oregon,hltHeatpump,2035,capaConvResi,0.03
pennsylvania,hltHeatpump,2035,capaConvResi,0.6127
rhodeIsland,hltHeatpump,2035,capaConvResi,0.1033
southCarolina,hltHeatpump,2035,capaConvResi,0.026
southDakota,hltHeatpump,2035,capaConvResi,0.0187
tennessee,hltHeatpump,2035,capaConvResi,0.0324
texas,hltHeatpump,2035,capaConvResi,0.1808
utah,hltHeatpump,2035,capaConvResi,0.1201
vermont,hltHeatpump,2035,capaConvResi,0.073
virginia,hltHeatpump,2035,capaConvResi,0.0408
washington,hltHeatpump,2035,capaConvResi,0.0522
westVirginia,hltHeatpump,2035,capaConvResi,0.017
wisconsin,hltHeatpump,2035,capaConvResi,0.0943
wyoming,hltHeatpump,2035,capaConvResi,0.0312
alabama,hltOil,2015,capaConvResi,3.6849
california,hltOil,2015,capaConvResi,20.0677
connecticut,hltOil,2015,capaConvResi,1.6529
delaware,hltOil,2015,capaConvResi,0.4707
florida,hltOil,2015,capaConvResi,10.2774
georgia,hltOil,2015,capaConvResi,4.6666
illinois,hltOil,2015,capaConvResi,43.5659
indiana,hltOil,2015,capaConvResi,23.2775
iowa,hltOil,2015,capaConvResi,6.0881
kansas,hltOil,2015,capaConvResi,5.5726
kentucky,hltOil,2015,capaConvResi,3.2519
maine,hltOil,2015,capaConvResi,1.2348
maryland,hltOil,2015,capaConvResi,2.7156
massachusetts,hltOil,2015,capaConvResi,4.8188
michigan,hltOil,2015,capaConvResi,37.2772
minnesota,hltOil,2015,capaConvResi,10.6541
mississippi,hltOil,2015,capaConvResi,2.1603
missouri,hltOil,2015,capaConvResi,12.2053
nebraska,hltOil,2015,capaConvResi,3.647
newHampshire,hltOil,2015,capaConvResi,1.0543
newJersey,hltOil,2015,capaConvResi,6.6461
newYork,hltOil,2015,capaConvResi,15.179
northCarolina,hltOil,2015,capaConvResi,5.0118
northDakota,hltOil,2015,capaConvResi,1.6144
ohio,hltOil,2015,capaConvResi,42.2446
oregon,hltOil,2015,capaConvResi,2.464
pennsylvania,hltOil,2015,capaConvResi,10.3621
rhodeIsland,hltOil,2015,capaConvResi,0.7835
southCarolina,hltOil,2015,capaConvResi,2.4646
southDakota,hltOil,2015,capaConvResi,1.6922
tennessee,hltOil,2015,capaConvResi,4.8042
vermont,hltOil,2015,capaConvResi,0.5535
virginia,hltOil,2015,capaConvResi,3.8708
washington,hltOil,2015,capaConvResi,4.2913
westVirginia,hltOil,2015,capaConvResi,1.6117
wisconsin,hltOil,2015,capaConvResi,21.7685
alabama,hltOil,2020,capaConvResi,2.9479
california,hltOil,2020,capaConvResi,16.0542
connecticut,hltOil,2020,capaConvResi,1.3223
delaware,hltOil,2020,capaConvResi,0.3766
florida,hltOil,2020,capaConvResi,8.2219
georgia,hltOil,2020,capaConvResi,3.7333
illinois,hltOil,2020,capaConvResi,34.8527
indiana,hltOil,2020,capaConvResi,18.622
iowa,hltOil,2020,capaConvResi,4.8705
kansas,hltOil,2020,capaConvResi,4.4581
kentucky,hltOil,2020,capaConvResi,2.6016
maine,hltOil,2020,capaConvResi,0.9879
maryland,hltOil,2020,capaConvResi,2.1725
massachusetts,hltOil,2020,capaConvResi,3.8551
michigan,hltOil,2020,capaConvResi,29.8218
minnesota,hltOil,2020,capaConvResi,8.5233
mississippi,hltOil,2020,capaConvResi,1.7283
missouri,hltOil,2020,capaConvResi,9.7642
nebraska,hltOil,2020,capaConvResi,2.9176
newHampshire,hltOil,2020,capaConvResi,0.8434
newJersey,hltOil,2020,capaConvResi,5.3169
newYork,hltOil,2020,capaConvResi,12.1432
northCarolina,hltOil,2020,capaConvResi,4.0094
northDakota,hltOil,2020,capaConvResi,1.2916
ohio,hltOil,2020,capaConvResi,33.7957
oregon,hltOil,2020,capaConvResi,1.9712
pennsylvania,hltOil,2020,capaConvResi,8.2897
rhodeIsland,hltOil,2020,capaConvResi,0.6268
southCarolina,hltOil,2020,capaConvResi,1.9717
southDakota,hltOil,2020,capaConvResi,1.3538
tennessee,hltOil,2020,capaConvResi,3.8434
vermont,hltOil,2020,capaConvResi,0.4428
virginia,hltOil,2020,capaConvResi,3.0967
washington,hltOil,2020,capaConvResi,3.4331
westVirginia,hltOil,2020,capaConvResi,1.2894
wisconsin,hltOil,2020,capaConvResi,17.4148
alabama,hltOil,2025,capaConvResi,2.211
california,hltOil,2025,capaConvResi,12.0406
connecticut,hltOil,2025,capaConvResi,0.9917
delaware,hltOil,2025,capaConvResi,0.2824
florida,hltOil,2025,capaConvResi,6.1665
georgia,hltOil,2025,capaConvResi,2.8
illinois,hltOil,2025,capaConvResi,26.1395
indiana,hltOil,2025,capaConvResi,13.9665
iowa,hltOil,2025,capaConvResi,3.6529
kansas,hltOil,2025,capaConvResi,3.3436
kentucky,hltOil,2025,capaConvResi,1.9512
maine,hltOil,2025,capaConvResi,0.7409
maryland,hltOil,2025,capaConvResi,1.6294
massachusetts,hltOil,2025,capaConvResi,2.8913
michigan,hltOil,2025,capaConvResi,22.3663
minnesota,hltOil,2025,capaConvResi,6.3925
mississippi,hltOil,2025,capaConvResi,1.2962
missouri,hltOil,2025,capaConvResi,7.3232
nebraska,hltOil,2025,capaConvResi,2.1882
newHampshire,hltOil,2025,capaConvResi,0.6326
newJersey,hltOil,2025,capaConvResi,3.9877
newYork,hltOil,2025,capaConvResi,9.1074
northCarolina,hltOil,2025,capaConvResi,3.0071
northDakota,hltOil,2025,capaConvResi,0.9687
ohio,hltOil,2025,capaConvResi,25.3468
oregon,hltOil,2025,capaConvResi,1.4784
pennsylvania,hltOil,2025,capaConvResi,6.2173
rhodeIsland,hltOil,2025,capaConvResi,0.4701
southCarolina,hltOil,2025,capaConvResi,1.4788
southDakota,hltOil,2025,capaConvResi,1.0154
tennessee,hltOil,2025,capaConvResi,2.8825
vermont,hltOil,2025,capaConvResi,0.3321
virginia,hltOil,2025,capaConvResi,2.3225
washington,hltOil,2025,capaConvResi,2.5748
westVirginia,hltOil,2025,capaConvResi,0.967
wisconsin,hltOil,2025,capaConvResi,13.0611
alabama,hltOil,2030,capaConvResi,1.474
california,hltOil,2030,capaConvResi,8.0271
connecticut,hltOil,2030,capaConvResi,0.6612
delaware,hltOil,2030,capaConvResi,0.1883
florida,hltOil,2030,capaConvResi,4.111
georgia,hltOil,2030,capaConvResi,1.8667
illinois,hltOil,2030,capaConvResi,17.4264
indiana,hltOil,2030,capaConvResi,9.311
iowa,hltOil,2030,capaConvResi,2.4353
kansas,hltOil,2030,capaConvResi,2.2291
kentucky,hltOil,2030,capaConvResi,1.3008
maine,hltOil,2030,capaConvResi,0.494
maryland,hltOil,2030,capaConvResi,1.0863
massachusetts,hltOil,2030,capaConvResi,1.9276
michigan,hltOil,2030,capaConvResi,14.9109
minnesota,hltOil,2030,capaConvResi,4.2617
mississippi,hltOil,2030,capaConvResi,0.8642
missouri,hltOil,2030,capaConvResi,4.8821
nebraska,hltOil,2030,capaConvResi,1.4588
newHampshire,hltOil,2030,capaConvResi,0.4217
newJersey,hltOil,2030,capaConvResi,2.6585
newYork,hltOil,2030,capaConvResi,6.0716
northCarolina,hltOil,2030,capaConvResi,2.0047
northDakota,hltOil,2030,capaConvResi,0.6458
ohio,hltOil,2030,capaConvResi,16.8979
oregon,hltOil,2030,capaConvResi,0.9856
pennsylvania,hltOil,2030,capaConvResi,4.1449
rhodeIsland,hltOil,2030,capaConvResi,0.3134
southCarolina,hltOil,2030,capaConvResi,0.9859
southDakota,hltOil,2030,capaConvResi,0.6769
tennessee,hltOil,2030,capaConvResi,1.9217
vermont,hltOil,2030,capaConvResi,0.2214
virginia,hltOil,2030,capaConvResi,1.5484
washington,hltOil,2030,capaConvResi,1.7166
westVirginia,hltOil,2030,capaConvResi,0.6447
wisconsin,hltOil,2030,capaConvResi,8.7074
alabama,hltOil,2035,capaConvResi,0.737
california,hltOil,2035,capaConvResi,4.0136
connecticut,hltOil,2035,capaConvResi,0.3306
delaware,hltOil,2035,capaConvResi,0.0942
florida,hltOil,2035,capaConvResi,2.0555
georgia,hltOil,2035,capaConvResi,0.9334
illinois,hltOil,2035,capaConvResi,8.7132
indiana,hltOil,2035,capaConvResi,4.6555
iowa,hltOil,2035,capaConvResi,1.2177
kansas,hltOil,2035,capaConvResi,1.1146
kentucky,hltOil,2035,capaConvResi,0.6504
maine,hltOil,2035,capaConvResi,0.247
maryland,hltOil,2035,capaConvResi,0.5432
massachusetts,hltOil,2035,capaConvResi,0.9638
michigan,hltOil,2035,capaConvResi,7.4555
minnesota,hltOil,2035,capaConvResi,2.1309
mississippi,hltOil,2035,capaConvResi,0.4321
missouri,hltOil,2035,capaConvResi,2.4411
nebraska,hltOil,2035,capaConvResi,0.7294
newHampshire,hltOil,2035,capaConvResi,0.2109
newJersey,hltOil,2035,capaConvResi,1.3293
newYork,hltOil,2035,capaConvResi,3.0358
northCarolina,hltOil,2035,capaConvResi,1.0024
northDakota,hltOil,2035,capaConvResi,0.3229
ohio,hltOil,2035,capaConvResi,8.449
oregon,hltOil,2035,capaConvResi,0.4928
pennsylvania,hltOil,2035,capaConvResi,2.0725
rhodeIsland,hltOil,2035,capaConvResi,0.1567
southCarolina,hltOil,2035,capaConvResi,0.493
southDakota,hltOil,2035,capaConvResi,0.3385
tennessee,hltOil,2035,capaConvResi,0.9609
vermont,hltOil,2035,capaConvResi,0.1107
virginia,hltOil,2035,capaConvResi,0.7742
washington,hltOil,2035,capaConvResi,0.8583
westVirginia,hltOil,2035,capaConvResi,0.3224
wisconsin,hltOil,2035,capaConvResi,4.3537
